Date,QUANDL.AUDUSD - Rate,QUANDL.AUDNZD - Rate,QUANDL.AUDJPY - Rate,QUANDL.AUDGBP - Rate,QUANDL.AUDEUR - Rate,QUANDL.AUDCHF - Rate,QUANDL.AUDCAD - Rate,QUANDL.CADUSD - Rate,QUANDL.CADNZD - Rate,QUANDL.CADJPY - Rate,QUANDL.CADGBP - Rate,QUANDL.CADEUR - Rate,QUANDL.CADCHF - Rate,QUANDL.CHFUSD - Rate,QUANDL.CHFNZD - Rate,QUANDL.CHFJPY - Rate,QUANDL.CHFGBP - Rate,QUANDL.CHFEUR - Rate,QUANDL.EURUSD - Rate,QUANDL.EURNZD - Rate,QUANDL.EURJPY - Rate,QUANDL.EURGBP - Rate,QUANDL.GBPUSD - Rate,QUANDL.GBPNZD - Rate,QUANDL.GBPJPY - Rate,QUANDL.JPYUSD - Rate,QUANDL.JPYNZD - Rate,QUANDL.NZDUSD - Rate,YAHOO.INDEX_GDAXI - Close,YAHOO.INDEX_FTSE - Close,YAHOO.INDEX_AORD - Close,NIKKEI.INDEX - Close Price,YAHOO.INDEX_GSPTSE - Close,OFDP.SILVER_5 - USD,WGC.GOLD_DAILY_USD - Value,WSJ.COPPER - Value,WSJ.CORN_2 - Value,WSJ.PL_MKT - Value,OFDP.FUTURE_B1 - Settle,FED.JRXWTFB_N_B - Value
2011-02-16,1.00212,1.32598,83.6394,0.623979,0.742131,0.972456,0.989721,1.01256,1.33966,84.5049,0.63047,0.749811,0.982456,1.03056,1.3638,86.0171,0.641673,0.763168,1.35034,1.78669,112.708,0.840765,1.60618,2.12492,134.03,0.0120365,0.0158603,0.755799,7414.3,6085.3,5018.6,10808.29,14059.2,30.77,1371.3,4.466,6.68,1828.0,103.78,
2011-02-15,1.00246,1.3222,83.5713,0.625838,0.741687,0.972554,0.989936,1.01276,1.33555,84.4204,0.632255,0.749195,0.985051,1.02815,1.35587,85.7078,0.641838,0.760561,1.3517,1.78248,112.686,0.843833,1.60189,2.11223,133.528,0.0120365,0.0158603,0.758451,7400.04,6037.1,5019.4,10746.67,13929.4,30.72,1372.8,4.5315,6.65,1842.0,101.64,
2011-02-14,1.00352,1.31451,83.476,0.625827,0.738398,0.972554,0.993903,1.00956,1.33194,84.494,0.629609,0.742551,0.985661,1.03172,1.35128,85.7237,0.643423,0.759106,1.35886,1.78031,113.048,0.847333,1.60363,2.10081,133.376,0.0120365,0.0157605,0.76347,7396.63,6060.1,5023.4,10725.54,13910.8,30.16,1365.0,4.623,6.73,1830.0,103.08,
2011-02-13,,,,0.624987,,,,,1.329,84.2739,0.630639,,0.982162,,1.35284,85.7981,,,,,,,,,,,0.0157605,,,,,,,,,,,,,
2011-02-12,,,,0.624296,,,,,1.31776,83.6277,0.626023,,0.972975,,1.35406,85.9413,,,,,,,,,,,0.0157605,,,,,,,,,,,,,
2011-02-11,1.00859,1.31011,83.3343,0.627265,0.73837,0.970841,1.00394,1.00473,1.30522,83.0247,0.62478,0.735577,0.967219,1.03894,1.34939,85.853,0.645975,0.760477,1.36612,1.77428,112.878,0.849512,1.60817,2.08876,132.872,0.012139,0.0157388,0.769775,7371.2,6062.9,4970.6,,13766.8,30.0,1364.0,4.531,6.825,1829.0,101.43,
2011-02-10,1.01343,1.31088,83.4239,0.629859,0.742615,0.972833,1.0063,1.00709,1.30271,82.9156,0.62596,0.737931,0.966929,1.04153,1.34732,85.7574,0.647477,0.763166,1.3647,1.76531,112.351,0.848153,1.60892,2.08131,132.468,0.012139,0.0157388,0.773055,7340.28,6020.0,5001.7,10605.65,13840.6,29.8,1353.3,4.537,6.745,1831.0,100.87,
2011-02-09,1.01454,1.31302,83.3829,0.629608,0.745571,0.969974,1.00405,1.01038,1.3079,83.0925,0.627029,0.742666,0.966054,1.04617,1.3539,86.0092,0.649125,0.768631,1.36075,1.76117,111.894,0.844425,1.61136,2.08571,132.505,0.0122387,0.0157388,0.772631,7320.9,6052.3,4995.1,10617.83,13784.3,30.22,1365.0,4.5195,6.73,1858.0,101.82,
2011-02-08,1.01372,1.31411,83.3829,0.628941,0.746529,0.968976,1.00128,1.01238,1.31492,83.2788,0.628203,0.745618,0.967727,1.04617,1.35878,86.0546,0.649179,0.770486,1.36457,1.76348,111.692,0.842531,1.6116,2.09314,132.572,0.0122387,0.0158395,0.769992,7323.24,6091.3,4983.1,10635.98,13892.5,29.42,1363.5,4.568,6.52,1848.0,99.92,
2011-02-07,1.01295,1.31411,83.0528,0.627591,0.742643,0.963406,1.00072,1.01229,1.313,83.2438,0.627363,0.742265,0.967525,1.05203,1.35958,86.0371,0.651735,0.771034,1.36457,1.76991,111.852,0.845578,1.61392,2.0934,132.309,0.0122387,0.0158395,0.770816,7283.62,6051.0,4964.3,10592.04,13811.9,29.21,1347.5,4.5675,6.5,1845.0,99.25,
2011-02-06,,,,0.629863,,,,,1.313,83.0208,0.628137,,0.964749,,1.3613,86.065,,,,,,,,,,,0.0158395,,,,,,,,,,,,,
2011-02-05,,,,0.628641,,,,,1.30926,82.6121,0.626253,,0.957524,,1.36736,86.2584,,,,,,,,,,,0.0158395,,,,,,,,,,,,,
2011-02-04,1.01121,1.30383,82.5103,0.62496,0.734005,0.95112,0.999971,1.01139,1.30374,82.511,0.625049,0.73413,0.95131,1.06291,1.37048,86.726,0.656933,0.771759,1.3777,1.77605,112.395,0.851403,1.6181,2.08614,132.019,0.0122387,0.0158205,0.775617,7216.21,5997.4,4958.8,10543.52,13791.9,28.91,1355.0,4.571,6.545,1838.0,99.83,
2011-02-03,1.0081,1.29425,82.2507,0.624661,0.730829,0.945981,1.00011,1.0082,1.29427,82.2455,0.624724,0.73085,0.946008,1.06571,1.36828,86.9539,0.660343,0.772584,1.37947,1.77106,112.55,0.855952,1.61378,2.07195,131.667,0.0122649,0.0157388,0.778724,7193.68,5983.3,4919.3,10431.36,13841.4,28.3,1328.0,4.535,6.36,1828.0,101.76,
2011-02-02,1.00069,1.29228,81.9053,0.625428,0.72982,0.941849,0.998801,1.00173,1.29392,82.0139,0.625465,0.730686,0.942935,1.06225,1.37223,86.9685,0.663197,0.774992,1.37063,1.77083,112.23,0.855952,1.60157,2.06883,131.129,0.0121613,0.0157605,0.774176,7183.67,6000.1,4897.9,10457.36,13680.3,28.27,1337.0,4.534,,1830.0,102.34,
2011-02-01,0.993573,1.28679,81.564,0.625428,0.728936,0.935879,0.994475,0.9991,1.29394,82.0164,0.629001,0.733042,0.941063,1.06169,1.375,87.1536,0.668265,0.778951,1.36298,1.76511,111.89,0.857956,1.5885,2.05731,130.413,0.0121613,0.0157605,0.772119,7184.27,5957.8,4852.0,10274.5,13712.6,28.32,1331.5,4.54,,1812.0,101.74,
2011-01-31,0.993875,1.28577,81.7793,0.625844,0.728296,0.937104,0.992703,1.00111,1.29136,82.0216,0.630516,0.733693,0.943771,1.0607,1.37246,87.1705,0.667992,0.77732,1.3647,1.76572,112.266,0.859296,1.58798,2.05444,130.653,0.0121613,0.0157605,0.772947,7077.48,5862.9,4850.0,10237.92,13552.0,27.75,1327.0,4.451,6.345,1781.0,101.01,
2011-01-30,,,,0.626115,,,,,1.29378,82.3237,0.630627,,0.943771,,1.37107,87.2597,,,,,,,,,,,0.0157388,,,,,,,,,,,,,
2011-01-29,,,,0.624427,,,,,1.29921,82.8769,0.631511,,0.948303,,1.37016,87.4031,,,,,,,,,,,0.0157388,,,,,,,,,,,,,
2011-01-28,0.995223,1.29161,82.0219,0.626145,0.726407,0.939105,0.990742,1.00456,1.3037,82.7947,0.632095,0.733272,0.948014,1.05966,1.37537,87.3514,0.66667,0.773429,1.36999,1.77805,112.917,0.862026,1.58912,2.06256,131.014,0.012139,0.0157388,0.770404,7102.8,5881.4,4872.5,10360.34,13437.6,26.68,1319.0,4.3655,6.18,1784.0,99.42,
2011-01-27,0.995888,1.29902,81.9413,0.627987,0.728634,0.940798,0.991843,1.00403,1.30973,82.6097,0.633164,0.734544,0.948618,1.05864,1.37884,87.1063,0.667579,0.774421,1.367,1.78309,112.467,0.862028,1.58604,2.0689,130.473,0.0121613,0.0158395,0.766626,7155.58,5965.1,4907.0,10478.66,13410.2,27.39,1334.5,4.331,6.25,1807.0,97.39,
2011-01-26,0.993506,1.30205,81.9719,0.623899,0.728928,0.944322,0.988557,1.00492,1.3173,82.9257,0.631161,0.737387,0.955511,1.05202,1.37884,86.8112,0.660799,0.771902,1.36291,1.7865,112.462,0.855873,1.59234,2.08674,131.403,0.012139,0.0159397,0.762907,7127.35,5969.2,,10401.9,13465.8,27.1,1328.0,4.2605,6.31,1791.0,97.91,
2011-01-25,0.990921,1.30375,81.8979,0.619953,0.728032,0.94836,0.984947,1.00604,1.32503,83.137,0.629461,0.739123,0.962879,1.04478,1.37622,86.3433,0.653653,0.767589,1.36103,1.79284,112.495,0.851712,1.59828,2.10501,132.092,0.012139,0.0159397,0.759148,7059.01,5917.7,4909.0,10464.42,13259.6,26.7,1324.0,4.219,6.165,1787.0,95.25,
2011-01-24,0.990822,1.30242,81.7674,0.620237,0.730786,0.949766,0.985871,1.00528,1.32897,83.1461,0.629083,0.741383,0.965896,1.04325,1.37717,86.0889,0.65292,0.769191,1.35587,1.78496,111.879,0.848624,1.59772,2.10414,131.824,0.012139,0.0159618,0.759411,7067.77,5943.9,4888.1,10345.11,13347.6,27.56,1343.0,4.3415,6.275,1822.0,96.61,
2011-01-23,,,,0.619002,,,,,1.32849,83.1471,0.629563,,0.965896,,1.37529,86.0889,,,,,,,,,,,0.0159618,,,,,,,,,,,,,
2011-01-22,,,,0.620973,,,,,1.3227,82.9518,0.629484,,0.965189,,1.37077,85.9524,,,,,,,,,,,0.0159618,,,,,,,,,,,,,
2011-01-21,0.996954,1.30023,82.0511,0.624529,0.740431,0.955808,0.99235,1.00459,1.31046,82.7026,0.629251,0.746302,0.963396,1.04265,1.36058,85.8544,0.653263,0.774742,1.34586,1.75609,110.811,0.843244,1.59626,2.08174,131.417,0.012139,0.0158205,0.766547,7062.42,5896.3,4860.9,10274.52,13258.6,27.14,1343.5,4.3,6.295,1817.0,97.6,
2011-01-20,1.00019,1.29371,82.3724,0.625889,0.745521,0.960544,0.990606,1.00983,1.3064,83.1866,0.631985,0.752635,0.969698,1.04122,1.34696,85.7659,0.651997,0.776273,1.34148,1.73529,110.495,0.839567,1.59791,2.06719,131.627,0.0121613,0.0157388,0.772968,7024.27,5867.9,4892.0,10437.31,13331.3,28.41,1345.5,4.2625,6.255,1809.0,96.58,
2011-01-19,0.994201,1.28894,82.1834,0.624216,0.745428,0.957293,0.981983,1.01241,1.31253,83.6883,0.635571,0.759109,0.974886,1.03853,1.34635,85.8451,0.651997,0.7787,1.33366,1.72909,110.499,0.83741,1.59293,2.06486,131.655,0.012061,0.0157388,0.77127,7082.76,5976.7,4944.2,10557.1,13439.0,29.32,1372.0,4.36,6.125,1845.0,98.16,
2011-01-18,0.990474,1.28807,82.0267,0.623978,0.742266,0.955253,0.979642,1.01108,1.3149,83.7366,0.63697,0.757859,0.974992,1.03703,1.34873,85.8828,0.653227,0.777092,1.33427,1.73553,110.499,0.84052,1.58746,2.0643,131.469,0.012061,0.0157388,0.769044,7143.45,6056.4,4911.6,10518.98,13559.2,28.79,1369.5,4.4185,6.33,1824.0,97.8,
2011-01-17,0.992166,1.295,82.2105,0.626577,0.744779,0.957265,0.98151,1.01067,1.31726,83.6365,0.638116,0.759254,0.972392,1.03611,1.35467,86.0136,0.65428,0.778257,1.33193,1.73834,110.399,0.840939,1.58359,2.0677,131.29,0.012061,0.0157605,0.766004,7078.06,5985.7,4872.6,10502.86,13440.1,28.19,1360.5,,,1803.0,97.43,
2011-01-16,,,,0.624453,,,,,1.31538,83.579,0.636132,,0.972526,,1.35252,85.9394,,,,,,,,,,,0.0157605,,,,,,,,,,,,,
2011-01-15,,,,0.628618,,,,,1.31596,83.6887,0.63843,,0.975907,,1.34883,85.7606,,,,,,,,,,,0.0157388,,,,,,,,,,,,,
2011-01-14,0.993846,1.30183,82.5151,0.631615,0.756973,0.963563,0.981562,1.01271,1.32636,84.0908,0.643635,0.771109,0.981906,1.03139,1.35108,85.6419,0.655508,0.78545,1.31257,1.71993,109.003,0.834437,1.57333,2.06118,130.647,0.012061,0.0157388,0.76325,7075.7,6002.1,4908.6,10499.04,13464.1,28.52,1367.0,4.4035,6.24,1811.0,98.68,
2011-01-13,0.988335,1.30067,82.1764,0.632584,0.76065,0.96029,0.978066,1.01059,1.32998,84.0376,0.646814,0.777759,0.982018,1.02922,1.35462,85.5723,0.658634,0.792077,1.29948,1.70992,108.054,0.831688,1.56238,2.05611,129.912,0.0120365,0.0158395,0.759835,7075.11,6023.9,4901.5,10589.76,13401.5,29.22,1381.5,4.367,6.18,1824.0,98.06,
2011-01-12,0.989392,1.30173,82.1671,0.635845,0.764899,0.958784,0.982487,1.00702,1.32485,83.634,0.64735,0.77853,0.975937,1.03194,1.3577,85.7174,0.663255,0.797852,1.29349,1.7019,107.432,0.831309,1.5561,2.04726,129.248,0.0120365,0.0158395,0.76012,7068.78,6050.7,4831.9,10512.8,13460.2,29.6,1378.8,4.402,6.065,1793.0,98.12,
2011-01-11,0.994351,1.30766,82.6027,0.639756,0.770189,0.961576,0.988447,1.00608,1.32315,83.5836,0.64735,0.779279,0.972823,1.0341,1.35999,85.9222,0.665378,0.801039,1.29109,1.69794,107.268,0.830698,1.55427,2.044,129.125,0.0120365,0.0158395,0.760394,6941.57,6014.0,4814.9,10510.68,13401.1,29.54,1374.0,4.339,5.835,1758.0,97.61,
2011-01-10,0.996285,1.31205,82.869,0.641613,0.767684,0.963436,0.990595,1.00575,1.32389,83.7161,0.647789,0.775046,0.971932,1.03419,1.35969,85.9864,0.666015,0.796906,1.29838,1.7102,107.982,0.83625,1.5527,2.04503,129.165,0.0120365,0.0158395,0.759314,6857.06,5956.3,4818.7,,13245.1,28.79,1368.3,4.2545,5.835,1742.0,95.7,
2011-01-09,,,,0.641183,,,,,1.32392,83.6869,0.647934,,0.971932,,1.36229,86.1107,,,,,,,,,,,0.0158395,,,,,,,,,,,,,
2011-01-08,,,,0.642617,,,,,1.32477,83.6146,0.648402,,0.969638,,1.36626,86.2379,,,,,,,,,,,0.0158395,,,,,,,,,,,,,
2011-01-07,0.999053,1.31442,82.8042,0.643673,0.759451,0.960842,0.99565,1.00347,1.32054,83.1819,0.646704,0.762776,0.965073,1.03961,1.36793,86.1812,0.669789,0.790234,1.31572,1.73109,109.059,0.847724,1.55206,2.04205,128.657,0.0120365,0.0158603,0.760026,6947.84,5984.3,4812.0,10541.04,13272.3,28.39,1367.0,4.2725,5.715,1735.0,93.33,
2011-01-06,1.00454,1.31174,82.6577,0.646158,0.756548,0.953983,1.0,1.00293,1.30962,82.5092,0.645046,0.755221,0.952394,1.0529,1.37531,86.6596,0.677348,0.793046,1.32824,1.73393,109.253,0.854253,1.55488,2.03006,127.916,0.012139,0.0158603,0.765872,6981.39,6019.5,4831.1,10529.76,13311.7,29.08,1368.5,4.321,5.775,1731.0,94.52,
2011-01-05,1.01348,1.31272,82.8887,0.652345,0.759558,0.951435,1.00731,1.00605,1.30321,82.2743,0.647601,0.754064,0.944497,1.0651,1.37983,87.1172,0.685787,0.798465,1.33425,1.72814,109.12,0.85896,1.55341,2.01204,127.007,0.0122387,0.0158395,0.771968,6939.82,6043.9,4820.9,10380.77,13396.0,29.21,1368.0,4.4015,5.95,1722.0,95.5,
2011-01-04,1.02109,1.31336,83.0336,0.656644,0.765187,0.954494,1.01532,1.00563,1.29391,81.7825,0.646649,0.753546,0.940088,1.06977,1.3762,86.9626,0.6877,0.801308,1.33457,1.71672,108.474,0.858226,1.55524,2.00039,126.46,0.0122649,0.0158395,0.777354,6975.35,6013.9,4849.5,10398.1,13402.3,30.67,1388.5,4.3635,5.855,1753.0,93.53,
2011-01-03,1.02031,1.31578,82.9938,0.655926,0.765559,0.958421,1.01872,1.0017,1.28587,81.4004,0.643869,0.75159,0.93688,1.06737,1.37258,86.7793,0.685768,0.80025,1.33311,1.71872,108.33,0.856944,1.55531,2.00611,126.495,0.0122649,0.0158395,0.775514,6989.74,5899.9,,,13443.2,,1405.5,4.4515,5.975,,94.84,
2011-01-02,,,,0.656031,,,,,1.28834,81.4226,0.64373,,0.936878,,1.3751,86.8349,,,,,,,,,,,0.0158395,,,,,,,,,,,,,
2011-01-01,,,,0.656964,,,,,1.29606,81.5218,0.64628,,0.938391,,1.38101,86.8626,,,,,,,,,,,0.0159397,,,,,,,,,,,,,
2010-12-31,1.01491,1.32525,82.9591,0.657006,0.768205,0.958421,1.01503,1.0,1.30583,81.7567,0.647273,0.757017,0.944462,1.05886,1.38282,86.58,0.685427,0.801481,1.32085,1.72519,108.015,0.855297,1.54483,2.01712,126.305,0.0122649,0.0160382,0.765831,6914.19,5899.9,4846.9,,13443.2,30.63,1405.5,4.4395,,,94.75,
2010-12-30,1.01141,1.3344,83.1223,0.655962,0.768611,0.962529,1.01279,0.99869,1.31787,82.1179,0.647625,0.758692,0.950357,1.05089,1.38636,86.4155,0.681628,0.798429,1.31603,1.73632,108.213,0.853633,1.54195,2.03416,126.77,0.0121613,0.0160382,0.75807,6914.19,5971.0,4886.7,10228.92,13434.4,30.7,1405.5,4.3565,5.905,1755.0,93.09,
2010-12-29,1.00688,1.33979,83.1223,0.652665,0.764269,0.962767,1.0118,0.995147,1.32411,82.1571,0.644953,0.75538,0.951613,1.0456,1.3917,86.3321,0.678009,0.793814,1.31746,1.75294,108.756,0.853775,1.54292,2.05304,127.393,0.012061,0.0160634,0.751544,6995.47,5996.4,4871.6,10344.54,13449.2,30.44,1412.5,4.309,5.985,1745.0,94.14,
2010-12-28,1.00326,1.34129,83.1359,0.650325,0.764071,0.964626,1.01136,0.991959,1.32563,82.1962,0.64301,0.755388,0.953824,1.03996,1.38994,86.1816,0.674185,0.792035,1.31307,1.75491,108.81,0.851257,1.54266,2.06165,127.836,0.012061,0.0160634,0.748257,6972.1,6008.9,,10292.63,13383.2,,1373.5,4.324,5.975,,94.38,
2010-12-27,1.00327,1.3434,83.271,0.650348,0.765147,0.962235,1.01311,0.990354,1.3244,82.1936,0.641936,0.755068,0.953664,1.04265,1.38892,86.2039,0.675874,0.794849,1.31153,1.75486,108.846,0.850294,1.54262,2.06435,128.02,0.012061,0.0160634,0.747337,6970.73,6008.9,,10355.99,13383.2,,1373.5,4.275,5.895,,93.85,
2010-12-26,,,,0.650585,,,,,1.32478,82.2376,0.642439,,0.953153,,1.38993,86.2857,,,,,,,,,,,0.0160634,,,,,,,,,,,,,
2010-12-25,,,,0.650348,,,,,1.32561,82.2502,0.642044,,0.949108,,1.39707,86.6739,,,,,,,,,,,0.0160634,,,,,,,,,,,,,
2010-12-24,1.00072,1.34456,83.3918,0.648997,0.763505,0.955791,1.01438,0.98661,1.32561,82.2341,0.639887,0.752704,0.9424,1.04442,1.40677,87.2685,0.678999,0.798723,1.31093,1.76124,109.272,0.850119,1.54209,2.07198,128.52,0.0119635,0.0160634,0.744343,,6008.9,4868.3,10279.19,13383.2,29.07,1373.5,,,,93.77,
2010-12-23,0.997372,1.34136,83.4178,0.64473,0.759812,0.954826,1.01364,0.983957,1.32345,82.3318,0.636241,0.749601,0.942135,1.04442,1.40454,87.3971,0.675257,0.795831,1.31279,1.76555,109.838,0.848688,1.54678,2.08019,129.419,0.0119635,0.0160634,0.743559,7057.69,5996.1,4888.2,,13371.2,29.18,1373.5,4.25,5.885,1720.0,94.25,
2010-12-22,0.993782,1.33851,83.2468,0.640682,0.756116,0.957744,1.01,0.984057,1.32549,82.4375,0.634358,0.748509,0.948275,1.03769,1.39756,86.9304,0.668841,0.789404,1.31465,1.77066,110.117,0.847462,1.55128,2.08934,129.937,0.011939,0.0160382,0.742603,7067.92,5983.5,4869.6,10346.48,13380.7,29.35,1387.0,4.269,5.845,1728.0,93.65,
2010-12-21,0.989454,1.33986,83.0171,0.637318,0.751767,0.957695,1.0033,0.986316,1.3359,82.7442,0.635228,0.749265,0.954624,1.03324,1.39935,86.6721,0.665467,0.784812,1.31635,1.78284,110.429,0.847792,1.55272,2.10267,130.259,0.011939,0.0161366,0.73842,7077.99,5951.8,4862.5,10370.53,13365.2,29.25,1383.0,4.2705,5.8,1717.0,93.2,
2010-12-20,0.987688,1.3395,83.0341,0.635216,0.748296,0.956684,0.998062,0.989811,1.33951,82.8281,0.63646,0.749823,0.955611,1.03244,1.40181,86.6636,0.663947,0.781829,1.32,1.79097,110.967,0.84886,1.55526,2.10993,130.71,0.011939,0.0161631,0.737062,7018.6,5891.6,4829.2,10216.41,13193.3,29.21,1380.0,4.2005,5.77,1704.0,92.74,
2010-12-19,,,,0.635361,,,,,1.34053,83.0147,0.635532,,0.955616,,1.40279,86.8513,,,,,,,,,,,0.0161631,,,,,,,,,,,,,
2010-12-18,,,,0.634117,,,,,1.34468,83.4907,0.637512,,0.958861,,1.40227,87.0933,,,,,,,,,,,0.0160268,,,,,,,,,,,,,
2010-12-17,0.989413,1.33421,83.2059,0.633298,0.745991,0.95574,0.994867,0.9947,1.34128,83.6494,0.636701,0.74989,0.960827,1.03541,1.39589,87.0659,0.662713,0.780675,1.32629,1.78854,111.518,0.848944,1.56231,2.10695,131.383,0.011939,0.0160268,0.741528,6982.45,5871.8,4853.0,10303.83,13201.5,28.78,1368.5,4.153,5.74,1696.0,91.67,
2010-12-16,0.994828,1.32758,83.2789,0.631671,0.744736,0.95816,1.00133,0.993615,1.32626,83.1694,0.630812,0.743806,0.95687,1.0384,1.38582,86.946,0.659565,0.777503,1.3358,1.7827,111.619,0.848164,1.57488,2.10185,131.829,0.011939,0.0159397,0.7494,7024.4,5881.1,4868.8,10311.29,13181.2,29.15,1363.0,4.1105,5.65,1700.0,91.71,
2010-12-15,0.994175,1.32222,83.0928,0.628228,0.744561,0.964105,1.00193,0.992605,1.31984,82.9562,0.627261,0.743233,0.962596,1.03144,1.37177,86.1988,0.651602,0.772421,1.33514,1.77566,111.619,0.844085,1.58231,2.10413,132.262,0.0119635,0.0159397,0.752063,7016.37,5882.2,4853.4,10309.78,13229.1,29.06,1388.8,4.1265,5.615,1701.0,92.2,
2010-12-14,0.987521,1.31754,82.8665,0.625072,0.745437,0.967022,0.995953,0.991596,1.32306,83.2063,0.627635,0.748477,0.970956,1.02122,1.36272,85.7004,0.646412,0.770891,1.3248,1.76765,111.174,0.838499,1.57989,2.10815,132.584,0.0119781,0.0159397,0.749515,7027.4,5891.2,4850.9,10316.77,13280.1,29.88,1394.5,4.2015,5.645,1701.0,91.21,
2010-12-13,0.984936,1.31794,82.6586,0.623525,0.744107,0.967818,0.994337,0.990678,1.32672,83.0992,0.627087,0.748403,0.972262,1.01791,1.36222,85.4728,0.644334,0.769035,1.32374,1.77131,111.093,0.83793,1.5797,2.11379,132.573,0.0119781,0.0159618,0.747341,7029.39,5860.8,4841.2,10293.89,13295.9,29.33,1399.0,4.1995,5.65,1699.0,91.19,
2010-12-12,,,,0.623787,,,,,1.3246,83.0992,0.627125,,0.972345,,1.36222,85.4728,,,,,,,,,,,0.0159618,,,,,,,,,,,,,
2010-12-11,,,,0.62383,,,,,1.32199,82.9695,0.626965,,0.973547,,1.35808,85.24,,,,,,,,,,,0.0158603,,,,,,,,,,,,,
2010-12-10,0.982746,1.31176,82.431,0.622971,0.741855,0.969225,0.993416,0.98949,1.32057,82.9852,0.627153,0.74688,0.975768,1.01407,1.35324,85.0591,0.642781,0.765476,1.32481,1.76812,111.121,0.839731,1.57761,2.1055,132.325,0.0119781,0.0158603,0.749368,7006.17,5813.0,4830.0,10211.95,13239.5,28.79,1375.3,4.105,5.47,1673.0,90.48,
2010-12-09,0.984319,1.30259,82.1537,0.624795,0.741656,0.970098,0.993394,0.990982,1.31152,82.7022,0.628907,0.746659,0.976477,1.01486,1.34293,84.688,0.644101,0.764638,1.32721,1.75659,110.778,0.842295,1.57587,2.08537,131.526,0.0119781,0.0158603,0.755845,6964.16,5808.0,4827.5,10285.88,13166.9,28.41,1391.3,4.0815,5.47,1691.0,90.99,
2010-12-08,0.990175,1.29887,81.9625,0.628806,0.742806,0.970842,0.995468,0.994709,1.30493,82.3351,0.631676,0.746219,0.975252,1.01983,1.33792,84.424,0.64773,0.765129,1.33302,1.74876,110.346,0.846602,1.57465,2.06573,130.346,0.0120221,0.0158791,0.762364,6975.87,5794.5,4791.7,10232.33,13152.0,29.02,1385.5,4.0945,5.48,1683.0,90.77,
2010-12-07,0.990342,1.29688,81.9029,0.629146,0.741296,0.967895,0.99502,0.995324,1.3033,82.3031,0.632374,0.744955,0.9727,1.02309,1.33981,84.619,0.649967,0.765838,1.33607,1.74973,110.492,0.848788,1.57406,2.06125,130.173,0.0120221,0.0158791,0.763716,7001.91,5808.5,4816.0,10141.1,13250.7,30.5,1420.0,4.044,5.3,1724.0,91.39,
2010-12-06,0.983528,1.29329,81.7522,0.625993,0.738796,0.967274,0.991019,0.992713,1.30026,82.2063,0.632033,0.745472,0.969421,1.01715,1.34122,84.6614,0.647475,0.763877,1.33146,1.75095,110.669,0.847436,1.57082,2.06535,130.57,0.0120221,0.0158791,0.761007,6954.38,5770.3,4779.4,10167.23,13276.0,29.6,1415.3,4.004,5.41,1717.0,91.45,
2010-12-05,,,,0.628492,,,,,1.30579,82.5419,0.633274,,0.974801,,1.33898,84.6614,,,,,,,,,,,0.0158791,,,,,,,,,,,,,
2010-12-04,,,,0.624698,,,,,1.31425,83.0751,0.635335,,0.985734,,1.3335,84.2873,,,,,,,,,,,0.0158791,,,,,,,,,,,,,
2010-12-03,0.966146,1.28936,81.1138,0.619438,0.736547,0.967281,0.981568,0.984293,1.31365,82.6451,0.63102,0.750472,0.985541,0.998817,1.33287,83.8697,0.640404,0.761551,1.31154,1.75062,110.147,0.840902,1.55967,2.08181,130.961,0.011939,0.0158791,0.749282,6947.72,5745.3,4780.1,10178.32,13179.0,28.74,1403.5,3.995,5.48,1718.0,91.42,
2010-12-02,0.961647,1.29055,80.6507,0.617475,0.736385,0.963511,0.982537,0.978761,1.31354,82.084,0.628469,0.749509,0.980607,0.998099,1.33958,83.7026,0.640818,0.764247,1.30591,1.75252,109.517,0.838569,1.55747,2.09015,130.61,0.011939,0.0159618,0.745091,6957.61,5767.6,4761.8,10168.52,13163.5,28.5,1389.0,3.977,5.31,1700.0,90.69,
2010-12-01,0.962071,1.28968,80.8321,0.618174,0.733763,0.962241,0.982532,0.979228,1.31275,82.2686,0.629202,0.746972,0.979602,0.999686,1.34026,83.9793,0.642321,0.762374,1.31128,1.75783,110.142,0.842565,1.55637,2.08659,130.748,0.011939,0.0159618,0.74594,6866.63,5642.5,4676.8,9988.05,13148.4,28.74,1385.5,3.946,5.39,1675.0,88.87,
2010-11-30,0.964134,1.28729,81.0836,0.618571,0.729666,0.966195,0.983872,0.979949,1.30841,82.4133,0.628707,0.741723,0.98216,0.997798,1.33214,83.9131,0.640133,0.755195,1.32136,1.76428,111.127,0.847694,1.55873,2.08121,131.094,0.011939,0.0158603,0.74893,6688.49,5528.3,4676.4,9937.04,12952.9,27.13,1383.5,3.823,5.155,1658.0,85.92,
2010-11-29,0.970556,1.28791,81.3925,0.620073,0.73105,0.971965,0.987113,0.983502,1.30586,82.3049,0.628327,0.740608,0.982814,0.998578,1.32877,83.7564,0.637924,0.752,1.32817,1.76177,111.363,0.848201,1.56546,2.07688,131.266,0.011939,0.0158603,0.753954,6697.97,5551.0,4706.7,10125.99,12895.7,26.74,1357.0,3.758,5.245,1636.0,87.34,
2010-11-28,,,,0.618423,,,,,1.30517,82.3836,0.627889,,0.983883,,1.32687,83.7564,,,,,,,,,,,0.0158603,,,,,,,,,,,,,
