Date,Time,Time Zone,Currency,Description,Importance,Actual,Forecast,Previous
Thu Aug 18,05:00,GMT,jpy,JPY Coincident Index (JUN F),Low,108.8,,108.6
Thu Aug 18,05:00,GMT,jpy,JPY Leading Index (JUN F),,103.2,,103.2
Thu Aug 18,05:30,GMT,jpy,JPY Nationwide Department Store Sales (YoY),Low,,,0.3%
Thu Aug 18,05:30,GMT,jpy,JPY Tokyo Department Store Sales (YoY),Low,,,0.4%
Thu Aug 18,08:30,GMT,gbp,GBP Retail Sales (MoM),Low,0.2%,0.4%,1.0%
Thu Aug 18,08:30,GMT,gbp,GBP Retail Sales (YoY),Medium,-0.2%,0.1%,0.2%
Thu Aug 18,08:30,GMT,gbp,GBP Retail Sales w/Auto Fuel (MoM),Low,0.2%,0.3%,0.8%
Thu Aug 18,08:30,GMT,gbp,GBP Retail Sales w/Auto Fuel (YoY),Medium,0.0%,0.3%,0.4%
Thu Aug 18,09:00,GMT,eur,EUR Euro-Zone Construction Output w.d.a. (YoY),Low,-11.3%,,0.0%
Thu Aug 18,09:00,GMT,eur,EUR Euro-Zone Construction Output s.a. (MoM),Low,-1.8%,,0.1%
Thu Aug 18,12:30,GMT,usd,USD Consumer Price Index (MoM),Medium,0.5%,0.2%,-0.2%
Thu Aug 18,12:30,GMT,usd,USD Consumer Price Index Ex Food & Energy (MoM),Medium,0.2%,0.2%,0.3%
Thu Aug 18,12:30,GMT,usd,USD Consumer Price Index Core Index s.a.,Low,225.463,,224.958
Thu Aug 18,12:30,GMT,usd,USD Consumer Price Index n.s.a.,Low,225.922,225.850,225.722
Thu Aug 18,12:30,GMT,cad,CAD Leading Indicators (MoM),Medium,0.2%,0.2%,0.1%
Thu Aug 18,12:30,GMT,cad,CAD Wholesale Sales (MoM),Low,0.2%,-0.5%,2.0%
Thu Aug 18,12:30,GMT,usd,USD Consumer Price Index (YoY),High,3.6%,3.3%,3.6%
Thu Aug 18,12:30,GMT,usd,USD Consumer Price Index Ex Food & Energy (YoY),High,1.8%,1.7%,1.6%
Thu Aug 18,12:30,GMT,usd,USD Initial Jobless Claims,Low,408K,400K,399K
Thu Aug 18,12:30,GMT,usd,USD Continuing Claims,Low,3702K,3700K,3695K
Thu Aug 18,12:35,GMT,usd,USD Fed's Dudley to Speak in Newark, NJ,Low,,,
Thu Aug 18,13:45,GMT,usd,USD Bloomberg Economic Expectations,Low,-34,,-22
Thu Aug 18,13:45,GMT,usd,USD Bloomberg Consumer Comfort,Low,-48.3,,-49.1
Thu Aug 18,14:00,GMT,usd,USD Existing Home Sales,Medium,4.67M,4.90M,4.84M
Thu Aug 18,14:00,GMT,usd,USD Leading Indicators,Medium,0.5%,0.2%,0.3%
Thu Aug 18,14:00,GMT,usd,USD Philadelphia Fed.,Medium,-30.7,2.0,3.2
Thu Aug 18,14:00,GMT,usd,USD Existing Home Sales (MoM),Medium,-3.5%,2.7%,0.6%
Thu Aug 18,14:30,GMT,usd,USD EIA Natural Gas Storage Change,Low,,,25
Thu Aug 18,22:45,GMT,nzd,NZD Visitor Arrivals,Low,2.0%,,-4.4%
Thu Aug 18,22:45,GMT,nzd,NZD Net Migration s.a.,Low,-220,,-290
Fri Aug 19,01:35,GMT,cny,CNY MNI Flash Business Sentiment Survey (AUG),Low,55.38,,57.19
Fri Aug 19,03:00,GMT,nzd,NZD Credit Card Spending s.a. (MoM),Medium,1.0%,,0.5%
Fri Aug 19,03:00,GMT,nzd,NZD Credit Card Spending (YoY),Medium,7.3%,,4.6%
Fri Aug 19,04:30,GMT,jpy,JPY All Industry Activity Index (MoM),Medium,2.3%,2.2%,1.8%
Fri Aug 19,06:00,GMT,eur,EUR German Producer Prices (MoM),Medium,0.7%,0.1%,0.1%
Fri Aug 19,06:00,GMT,eur,EUR German Producer Prices (YoY),High,5.8%,5.3%,5.6%
Fri Aug 19,08:30,GMT,gbp,GBP Public Finances (PSNCR) (Pounds),Medium,-5.6B,-8.0B,20.4B
Fri Aug 19,08:30,GMT,gbp,GBP PSNB ex Interventions,Medium,0.0B,2.4B,14.3B
Fri Aug 19,08:30,GMT,gbp,GBP Public Sector Net Borrowing (Pounds),Medium,-2.0B,0.2B,12.4B
Fri Aug 19,11:00,GMT,cad,CAD Consumer Price Index (MoM),Medium,0.2%,0.2%,-0.7%
Fri Aug 19,11:00,GMT,cad,CAD Consumer Price Index (YoY),High,2.7%,2.8%,3.1%
Fri Aug 19,11:00,GMT,cad,CAD Bank Canada Consumer Price Index Core (MoM),Low,0.2%,0.2%,-0.6%
Fri Aug 19,11:00,GMT,cad,CAD Bank Canada Consumer Price Index Core (YoY),Medium,1.6%,1.6%,1.3%
Fri Aug 19,11:00,GMT,cad,CAD Consumer Price Index,Medium,120.0,,119.8
Fri Aug 19,17:45,GMT,USD,USD Fed's Pianalto speaks on economy in Columbus, Ohio,LOW,,,
