Date,Time,Time Zone,Currency,Description,Importance,Actual,Forecast,Previous
Tue Dec 20,09:00,GMT,eur,EUR German IFO - Current Assessment,Medium,116.7,116,116.7
Tue Dec 20,09:00,GMT,eur,EUR German IFO - Expectations,Medium,98.4,97,97.3
Tue Dec 20,09:00,GMT,eur,EUR Italian Industrial Orders s.a. (MoM),Low,-1.6%,-1.3%,-8.2%
Tue Dec 20,09:00,GMT,eur,EUR Italian Industrial Orders n.s.a. (YoY),Low,-4.8%,-1.2%,-3.6%
Tue Dec 20,09:00,GMT,eur,EUR Italian Industrial Sales s.a. (MoM),Low,0.1%,,-5.5%
Tue Dec 20,09:00,GMT,eur,EUR Italian Industrial Sales n.s.a. (YoY),Low,1.1%,,1.9%
Tue Dec 20,11:00,GMT,gbp,GBP CBI Reported Sales,Medium,9,-12,-19
Tue Dec 20,12:00,GMT,cad,CAD Consumer Price Index,Low,120.9,,120.8
Tue Dec 20,12:00,GMT,cad,CAD Consumer Price Index (MoM),Medium,0.1%,0.1%,0.2%
Tue Dec 20,12:00,GMT,cad,CAD Consumer Price Index (YoY),High,2.9%,2.9%,2.9%
Tue Dec 20,12:00,GMT,cad,CAD Bank Canada Consumer Price Index Core (MoM),Medium,0.1%,0.1%,0.3%
Tue Dec 20,12:00,GMT,cad,CAD Bank Canada Consumer Price Index Core (YoY),High,2.1%,2.2%,2.1%
Tue Dec 20,13:30,GMT,usd,USD Housing Starts,Medium,685K,635K,627K
Tue Dec 20,13:30,GMT,usd,USD Housing Starts (MoM),Low,9.3%,1.1%,-2.9%
Tue Dec 20,13:30,GMT,usd,USD Building Permits,Medium,681K,635K,644K
Tue Dec 20,13:30,GMT,usd,USD Building Permits (MoM),Low,9.3%,-1.4%,-2.9%
Tue Dec 20,21:45,GMT,nzd,NZD Current Account Balance,Medium,-4.599B,-3.750B,-0.844B
Tue Dec 20,21:45,GMT,nzd,NZD Net Migration s.a.,Low,-50,,-650
Tue Dec 20,21:45,GMT,nzd,NZD Current Account Deficit-GDP Ratio,Low,-4.3%,-3.9%,-3.7%
Tue Dec 20,23:30,GMT,aud,AUD Westpac Leading Index (MoM),Low,0.1%,,-0.3%
Tue Dec 20,23:50,GMT,jpy,JPY Merchandise Trade Balance Total (Yen),Medium,-¥684.7B,-¥484.7B,-¥280.2B
Tue Dec 20,23:50,GMT,jpy,JPY Adjusted Merchandise Trade Balance (Yen),Low,-¥537.9B,-¥305.7B,-¥495.7B
Tue Dec 20,23:50,GMT,jpy,JPY Merchandise Trade Exports (YoY),Low,-4.5%,-4.3%,-3.8%
Tue Dec 20,23:50,GMT,jpy,JPY Merchandise Trade Imports (YoY),Low,11.4%,8.3%,17.9%
Wed Dec 21,,,jpy,JPY Cabinet Office Monthly Economic Report,Medium,,,
Wed Dec 21,00:01,GMT,gbp,GBP GfK Consumer Confidence Survey,Medium,-33,-32,-31
Wed Dec 21,02:00,GMT,nzd,NZD Credit Card Spending (YoY),Medium,3.2%,,7.8%
Wed Dec 21,02:00,GMT,nzd,NZD Credit Card Spending SA MoM,Low,-3.4%,,2.6%
Wed Dec 21,03:16,GMT,jpy,JPY Bank of Japan Rate Decision,High,0.1%,0.1%,0.1%
Wed Dec 21,07:00,GMT,eur,EUR German Import Price Index (MoM) ,Low,0.4%,,-0.3%
Wed Dec 21,07:00,GMT,eur,EUR German Import Price Index (YoY) ,Medium,6.0%,5.3%,6.8%
Wed Dec 21,08:00,GMT,chf,CHF Money Supply M3 (YoY),Low,8.1%,,8.2%
Wed Dec 21,09:00,GMT,eur,EUR Italian Gross Domestic Product s.a. and w.d.a. (QoQ),High,-0.2%,-0.2%,0.3%
Wed Dec 21,09:00,GMT,eur,EUR Italian Gross Domestic Product s.a. and w.d.a. (YoY),High,0.2%,0.4%,0.7%
Wed Dec 21,09:30,GMT,GBP,GBP Bank of England Minutes,HIGH,,,
Wed Dec 21,09:30,GMT,gbp,GBP Public Finances (PSNCR) (Pounds),Medium,10.6B,10.3B,-0.6B
Wed Dec 21,09:30,GMT,gbp,GBP PSNB ex Interventions,Medium,18.1B,19.7B,5.8B
Wed Dec 21,09:30,GMT,gbp,GBP Public Sector Net Borrowing (Pounds),Medium,15.2B,16.6B,3.0B
Wed Dec 21,10:15,GMT,eur,EUR ECB Announces Allotment in 3-Year Lending Facility,High,,,
Wed Dec 21,10:15,GMT,eur,EUR ECB Announces Allotment in 3-Month Lending Facility,Low,,,
Wed Dec 21,12:00,GMT,usd,USD MBA Mortgage Applications,Low,-2.6%,,4.1%
Wed Dec 21,13:30,GMT,cad,CAD Retail Sales (MoM),Medium,1.0%,0.5%,1.0%
Wed Dec 21,13:30,GMT,cad,CAD Retail Sales Less Autos (MoM),Low,0.7%,0.2%,0.4%
Wed Dec 21,15:00,GMT,usd,USD Existing Home Sales (MoM),Low,4.0%,2.2%,1.4%
Wed Dec 21,15:00,GMT,eur,EUR Euro-Zone Consumer Confidence,Medium,-21.2,-21,-20.4
Wed Dec 21,15:00,GMT,usd,USD Existing Home Sales,Medium,4.42M,5.05M,4.25M
Wed Dec 21,15:30,GMT,usd,USD DOE U.S. Crude Oil Inventories,Low,-10570K,-2125K,-1932K
Wed Dec 21,15:30,GMT,usd,USD DOE Cushing OK Crude Inventory,Low,-990K,,83K
Wed Dec 21,15:30,GMT,usd,USD DOE U.S. Distillate Inventory,Low,-2353K,-750K,480K
Wed Dec 21,15:30,GMT,usd,USD DOE U.S. Gasoline Inventories,Low,-412K,1500K,3824K
Wed Dec 21,21:45,GMT,nzd,NZD Gross Domestic Product (QoQ),High,0.8%,0.6%,0.1%
Wed Dec 21,21:45,GMT,nzd,NZD Gross Domestic Product (YoY),High,1.9%,2.2%,1.1%
Thu Dec 22,05:00,GMT,JPY,JPY Bank of Japan Monthly Economic Report,Medium,,,
Thu Dec 22,05:00,GMT,jpy,JPY Supermarket Sales (YoY),Low,-2.3%,,-0.9%
Thu Dec 22,09:00,GMT,eur,EUR Italian Retail Sales s.a. (MoM),Low,0.1%,-0.2%,-0.3%
Thu Dec 22,09:00,GMT,eur,EUR Italian Retail Sales (YoY),Low,-1.5%,-1.5%,-1.6%
Thu Dec 22,09:30,GMT,gbp,GBP Gross Domestic Product (QoQ),High,0.6%,0.5%,0.5%
Thu Dec 22,09:30,GMT,gbp,GBP Gross Domestic Product (YoY),High,0.5%,0.5%,0.5%
Thu Dec 22,09:30,GMT,gbp,GBP Current Account (Pounds),Medium,-15.2B,-6.1B,-7.4B
Thu Dec 22,09:30,GMT,gbp,GBP Total Business Investment (QoQ),Low,0.3%,-1.4%,-1.4%
Thu Dec 22,09:30,GMT,gbp,GBP Total Business Investment (YoY),Medium,4.3%,0.3%,0.3%
Thu Dec 22,13:30,GMT,usd,USD Chicago Fed Nat Activity Index,Low,-0.37,-0.10,-0.11
Thu Dec 22,13:30,GMT,usd,USD Gross Domestic Product (Annualized),High,1.8%,2.0%,2.0%
Thu Dec 22,13:30,GMT,usd,USD Personal Consumption,Medium,1.7%,2.3%,2.3%
Thu Dec 22,13:30,GMT,usd,USD Gross Domestic Product Price Index,High,2.6%,2.5%,2.5%
Thu Dec 22,13:30,GMT,usd,USD Core Personal Consumption Expenditure (QoQ),Medium,2.1%,2.0%,2.0%
Thu Dec 22,13:30,GMT,usd,USD Initial Jobless Claims,Low,364K,378K,368K
Thu Dec 22,13:30,GMT,usd,USD Continuing Claims,Low,3546K,3600K,3625K
Thu Dec 22,14:55,GMT,usd,USD U. of Michigan Confidence,High,69.9,68.0,67.7
Thu Dec 22,15:00,GMT,usd,USD Leading Indicators,Medium,0.5%,0.3%,0.9%
Thu Dec 22,15:00,GMT,usd,USD House Price Index (MoM),Low,-0.2%,0.2%,0.4%
Thu Dec 22,15:30,GMT,usd,USD EIA Natural Gas Storage Change,Low,-100,-105,-102
Thu Dec 22,23:00,GMT,nzd,NZD Money Supply M3 (YoY),Low,6.5%,,5.5%
Fri Dec 23,01:35,GMT,cny,CNY MNI December Flash Business Sentiment Survey,Low,53.7,,54.6
Fri Dec 23,06:30,GMT,eur,EUR French Gross Domestic Product (QoQ),Low,0.3%,0.4%,0.4%
Fri Dec 23,06:30,GMT,eur,EUR French Gross Domestic Product (YoY),Low,1.5%,1.6%,1.6%
Fri Dec 23,07:45,GMT,eur,EUR French Producer Prices (YoY),Low,5.6%,5.2%,5.8%
Fri Dec 23,07:45,GMT,eur,EUR French Producer Prices (MoM),Low,0.4%,0.0%,0.5%
Fri Dec 23,09:00,GMT,eur,EUR Italian Hourly Wages (MoM),Low,0.0%,0.2%,0.0%
Fri Dec 23,09:00,GMT,eur,EUR Italian Hourly Wages (YoY),Low,1.5%,1.7%,1.7%
Fri Dec 23,09:30,GMT,gbp,GBP Index of Services (MoM),Low,-0.7%,-0.1%,0.0%
Fri Dec 23,09:30,GMT,gbp,GBP Index of Services (3Mo3M),Low,0.2%,0.3%,0.7%
Fri Dec 23,09:30,GMT,gbp,GBP BBA Loans for House Purchase,Medium,34738,35400,35196
Fri Dec 23,10:00,GMT,eur,EUR Italian Consumer Confidence Index s.a.,Low,91.6,95.5,96.1
Fri Dec 23,13:30,GMT,usd,USD Cap Goods Ship Nondef Ex Air,Low,-1.0%,,-0.8%
Fri Dec 23,13:30,GMT,usd,USD Durable Goods Orders,High,3.8%,2.2%,0.0%
Fri Dec 23,13:30,GMT,usd,USD Durables Ex Transportation,Medium,0.3%,0.4%,1.5%
Fri Dec 23,13:30,GMT,cad,CAD Gross Domestic Product (MoM),High,0.0%,0.1%,0.2%
Fri Dec 23,13:30,GMT,usd,USD Cap Goods Orders Nondef Ex Air,Low,-1.2%,1.0%,-0.9%
Fri Dec 23,13:30,GMT,cad,CAD Gross Domestic Product (YoY),High,2.7%,2.7%,3.0%
Fri Dec 23,13:30,GMT,usd,USD Personal Income,Medium,0.1%,0.2%,0.4%
Fri Dec 23,13:30,GMT,usd,USD Personal Spending,Medium,0.1%,0.3%,0.1%
Fri Dec 23,13:30,GMT,usd,USD Personal Consumption Expenditure Deflator (YoY),Low,2.5%,2.7%,2.7%
Fri Dec 23,13:30,GMT,usd,USD Personal Consumption Expenditure Core (MoM),Low,0.1%,0.1%,0.1%
Fri Dec 23,13:30,GMT,usd,USD Personal Consumption Expenditure Core (YoY),Low,1.7%,1.7%,1.7%
Fri Dec 23,15:00,GMT,usd,USD New Home Sales (MoM),Low,1.6%,2.6%,1.3%
Fri Dec 23,15:00,GMT,USD,USD American Petroleum Institute Monthly Report,LOW,,,
Fri Dec 23,15:00,GMT,usd,USD New Home Sales,Medium,315K,315K,310K
