Date,YAHOO.INDEX_SSEC.4
2005-08-17,1192.83
2005-08-16,1177.28
2005-08-15,1187.01
2005-08-12,1167.92
2005-08-11,1183.58
2005-08-10,1165.03
2005-08-09,1152.53
2005-08-08,1138.88
2005-08-05,1128.74
2005-08-04,1102.59
2005-08-03,1107.7
2005-08-02,1104.04
2005-08-01,1088.95
2005-07-29,1083.03
2005-07-28,1086.55
2005-07-27,1089.91
2005-07-26,1072.81
2005-07-25,1045.4
2005-07-22,1046.32
2005-07-21,1020.63
2005-07-20,1021.05
2005-07-19,1014.35
2005-07-18,1012.1
2005-07-15,1026.11
2005-07-14,1040.42
2005-07-13,1037.39
2005-07-12,1046.16
2005-07-11,1011.5
2005-07-08,1017.98
2005-07-07,1038.6
2005-07-06,1033.55
2005-07-05,1039.04
2005-07-04,1047.28
2005-07-01,1055.59
2005-06-30,1080.94
2005-06-29,1104.99
2005-06-28,1108.59
2005-06-27,1124.64
2005-06-24,1101.88
2005-06-23,1093.7
2005-06-22,1102.03
2005-06-21,1101.49
2005-06-20,1115.62
2005-06-17,1085.61
2005-06-16,1086.01
2005-06-15,1072.84
2005-06-14,1093.46
2005-06-13,1106.29
2005-06-10,1108.29
2005-06-09,1131.05
2005-06-08,1115.58
2005-06-07,1030.94
2005-06-06,1034.38
2005-06-03,1013.64
2005-06-02,1016.06
2005-06-01,1039.19
2005-05-31,1060.74
2005-05-30,1060.16
2005-05-27,1051.95
2005-05-26,1058.87
2005-05-25,1072.14
2005-05-24,1073.85
2005-05-23,1070.84
2005-05-20,1099.27
2005-05-19,1103.47
2005-05-18,1102.96
2005-05-17,1099.64
2005-05-16,1095.47
2005-05-13,1107.63
2005-05-12,1103.99
2005-05-11,1124.27
2005-05-10,1135.56
2005-05-09,1130.83
2005-04-29,1159.15
2005-04-28,1169.12
2005-04-27,1148.76
2005-04-26,1165.33
2005-04-25,1157.97
2005-04-22,1169.19
2005-04-21,1172.56
2005-04-20,1184.19
2005-04-19,1199.9
2005-04-18,1197.73
2005-04-15,1216.96
2005-04-14,1234.33
2005-04-13,1248.2
2005-04-12,1219.51
2005-04-11,1240.97
2005-04-08,1248.52
2005-04-07,1225.49
2005-04-06,1214.87
2005-04-05,1191.74
2005-04-04,1202.97
2005-04-01,1223.57
2005-03-31,1181.24
2005-03-30,1172.57
2005-03-29,1195.02
2005-03-28,1200.11
2005-03-25,1205.63
2005-03-24,1208.19
2005-03-23,1201.65
2005-03-22,1206.92
2005-03-21,1231.05
2005-03-18,1227.4
2005-03-17,1243.47
2005-03-16,1255.59
2005-03-15,1269.14
2005-03-14,1293.5
2005-03-11,1289.94
2005-03-10,1286.23
2005-03-09,1316.79
2005-03-08,1318.27
2005-03-07,1293.74
2005-03-04,1287.71
2005-03-03,1294.34
2005-03-02,1287.45
2005-03-01,1303.41
2005-02-28,1306.0
2005-02-25,1312.44
2005-02-24,1309.95
2005-02-23,1309.47
2005-02-22,1309.28
2005-02-21,1284.48
2005-02-18,1258.97
2005-02-17,1276.13
2005-02-16,1278.88
2005-02-04,1269.0
2005-02-03,1242.31
2005-02-02,1252.5
2005-02-01,1188.93
2005-01-31,1191.82
2005-01-28,1213.67
2005-01-27,1225.89
2005-01-26,1241.96
2005-01-25,1254.23
2005-01-24,1255.78
2005-01-21,1234.48
2005-01-20,1204.39
2005-01-19,1218.11
2005-01-18,1225.45
2005-01-17,1216.65
2005-01-14,1245.62
2005-01-13,1256.31
2005-01-12,1256.92
2005-01-11,1257.46
2005-01-10,1252.4
2005-01-07,1244.75
2005-01-06,1239.43
2005-01-05,1251.94
2005-01-04,1242.77
