Date,CURRFX.EURNZD.1
2006-04-07,1.99959
2006-04-06,2.00591
2006-04-05,1.99385
2006-04-04,1.96862
2006-04-03,1.97538
2006-03-31,1.98786
2006-03-30,1.98854
2006-03-29,1.9802
2006-03-28,1.97923
2006-03-27,1.95838
2006-03-24,1.93052
2006-03-23,1.94188
2006-03-22,1.94104
2006-03-21,1.93198
2006-03-20,1.90796
2006-03-17,1.87851
2006-03-16,1.87278
2006-03-15,1.87198
2006-03-14,1.85794
2006-03-13,1.84866
2006-03-10,1.83429
2006-03-09,1.83287
2006-03-08,1.82746
2006-03-07,1.81364
2006-03-06,1.8036
2006-03-03,1.79539
2006-03-02,1.79792
2006-03-01,1.79782
2006-02-28,1.79603
2006-02-27,1.79751
2006-02-24,1.80594
2006-02-23,1.79928
2006-02-22,1.78895
2006-02-21,1.78521
2006-02-20,1.77747
2006-02-17,1.76365
2006-02-16,1.76169
2006-02-15,1.76009
2006-02-14,1.75246
2006-02-13,1.75891
2006-02-10,1.7667
2006-02-09,1.76113
2006-02-08,1.75496
2006-02-07,1.75214
2006-02-06,1.75206
2006-02-03,1.76073
2006-02-02,1.7674
2006-02-01,1.77285
2006-01-31,1.77422
2006-01-30,1.77778
2006-01-27,1.78689
2006-01-26,1.79866
2006-01-25,1.80055
2006-01-24,1.7893
2006-01-23,1.78129
2006-01-20,1.76769
2006-01-19,1.7533
2006-01-18,1.74181
2006-01-17,1.73725
2006-01-16,1.73782
2006-01-13,1.73801
2006-01-12,1.7393
2006-01-11,1.74412
2006-01-10,1.75262
2006-01-09,1.75889
2006-01-06,1.75459
2006-01-05,1.73815
2006-01-04,1.73409
2006-01-03,1.73436
2006-01-02,1.74061
2005-12-30,1.75276
2005-12-29,1.75752
2005-12-28,1.75752
2005-12-27,1.76048
2005-12-26,1.75308
2005-12-23,1.74057
2005-12-22,1.74048
2005-12-21,1.73896
2005-12-20,1.73901
2005-12-19,1.72393
2005-12-16,1.69148
2005-12-15,1.682
2005-12-14,1.67899
2005-12-13,1.67964
2005-12-12,1.67048
2005-12-09,1.65034
2005-12-08,1.64086
2005-12-07,1.64118
2005-12-06,1.64338
2005-12-05,1.65599
2005-12-02,1.67814
2005-12-01,1.68114
2005-11-30,1.68147
2005-11-29,1.68198
2005-11-28,1.68666
2005-11-25,1.69812
2005-11-24,1.70533
2005-11-23,1.70559
2005-11-22,1.70636
2005-11-21,1.71283
2005-11-18,1.70707
2005-11-17,1.70649
2005-11-16,1.71356
2005-11-15,1.71383
2005-11-14,1.70555
2005-11-11,1.7097
2005-11-10,1.72111
2005-11-09,1.72964
2005-11-08,1.73478
2005-11-07,1.73171
2005-11-04,1.73679
2005-11-03,1.73366
2005-11-02,1.7197
2005-11-01,1.71456
2005-10-31,1.71515
2005-10-28,1.71792
2005-10-27,1.71776
2005-10-26,1.71146
2005-10-25,1.70589
2005-10-24,1.71039
2005-10-21,1.71538
2005-10-20,1.71729
2005-10-19,1.72115
2005-10-18,1.72966
2005-10-17,1.7354
2005-10-14,1.73292
2005-10-13,1.72792
2005-10-12,1.73112
2005-10-11,1.73371
2005-10-10,1.744
2005-10-07,1.73896
2005-10-06,1.72019
2005-10-05,1.71564
2005-10-04,1.72677
2005-10-03,1.73813
2005-09-30,1.74674
2005-09-29,1.75827
2005-09-28,1.76321
2005-09-27,1.75584
2005-09-26,1.7512
2005-09-23,1.75114
2005-09-22,1.74285
2005-09-21,1.7351
2005-09-20,1.73459
2005-09-19,1.73464
2005-09-16,1.7335
2005-09-15,1.73905
2005-09-14,1.74659
2005-09-13,1.74826
2005-09-12,1.75437
2005-09-09,1.76156
2005-09-08,1.76321
2005-09-07,1.76284
2005-09-06,1.76973
2005-09-05,1.77336
2005-09-02,1.77198
2005-09-01,1.77354
2005-08-31,1.76983
2005-08-30,1.7653
2005-08-29,1.76489
2005-08-26,1.7609
2005-08-25,1.75642
2005-08-24,1.75372
2005-08-23,1.75496
2005-08-22,1.7511
2005-08-19,1.75051
2005-08-18,1.75292
2005-08-17,1.75443
2005-08-16,1.75562
2005-08-15,1.76183
2005-08-12,1.77076
2005-08-11,1.78135
2005-08-10,1.78623
2005-08-09,1.78566
2005-08-08,1.79088
2005-08-05,1.78923
2005-08-04,1.7804
2005-08-03,1.77658
2005-08-02,1.78056
2005-08-01,1.77803
2005-07-29,1.77529
2005-07-28,1.76967
2005-07-27,1.76243
2005-07-26,1.76014
2005-07-25,1.7657
2005-07-22,1.7845
2005-07-21,1.79073
2005-07-20,1.78271
2005-07-19,1.78207
2005-07-18,1.78782
2005-07-15,1.79174
2005-07-14,1.79097
2005-07-13,1.78155
2005-07-12,1.77642
2005-07-11,1.77607
2005-07-08,1.774
2005-07-07,1.7666
2005-07-06,1.75773
2005-07-05,1.75101
2005-07-04,1.74523
2005-07-01,1.73364
2005-06-30,1.72371
2005-06-29,1.72052
2005-06-28,1.71577
2005-06-27,1.70966
2005-06-24,1.69924
2005-06-23,1.69392
2005-06-22,1.69716
2005-06-21,1.70575
2005-06-20,1.70869
2005-06-17,1.69475
2005-06-16,1.70052
2005-06-15,1.70793
2005-06-14,1.71628
2005-06-13,1.71565
2005-06-10,1.71759
2005-06-09,1.71933
2005-06-08,1.72363
2005-06-07,1.73665
2005-06-06,1.74969
2005-06-03,1.75195
2005-06-02,1.7508
2005-06-01,1.75008
2005-05-31,1.75528
2005-05-30,1.76167
2005-05-27,1.76493
2005-05-26,1.76459
2005-05-25,1.76532
2005-05-24,1.77089
2005-05-23,1.77255
2005-05-20,1.77557
2005-05-19,1.77689
2005-05-18,1.78309
2005-05-17,1.78236
2005-05-16,1.76956
2005-05-13,1.76255
2005-05-12,1.75647
2005-05-11,1.75935
2005-05-10,1.75684
2005-05-09,1.75518
2005-05-06,1.76351
2005-05-05,1.76789
2005-05-04,1.76973
2005-05-03,1.76128
2005-05-02,1.76034
2005-04-29,1.77938
2005-04-28,1.79469
2005-04-27,1.79077
2005-04-26,1.78432
2005-04-25,1.78747
2005-04-22,1.79542
2005-04-21,1.80131
2005-04-20,1.80911
2005-04-19,1.81024
2005-04-18,1.79246
2005-04-15,1.77849
2005-04-14,1.78615
2005-04-13,1.79448
2005-04-12,1.80123
2005-04-11,1.80466
2005-04-08,1.8061
2005-04-07,1.80999
2005-04-06,1.8149
2005-04-05,1.81688
2005-04-04,1.82
2005-04-01,1.82385
2005-03-31,1.82513
2005-03-30,1.82105
2005-03-29,1.81852
2005-03-28,1.81581
2005-03-25,1.81275
2005-03-24,1.80045
2005-03-23,1.78969
2005-03-22,1.78926
2005-03-21,1.79368
2005-03-18,1.80124
2005-03-17,1.80065
2005-03-16,1.8029
2005-03-15,1.81462
2005-03-14,1.8189
2005-03-11,1.8146
2005-03-10,1.80817
2005-03-09,1.80104
2005-03-08,1.7994
2005-03-07,1.80385
2005-03-04,1.80467
2005-03-03,1.80973
2005-03-02,1.81679
2005-03-01,1.82657
2005-02-28,1.83303
2005-02-25,1.82958
2005-02-24,1.82643
2005-02-23,1.81458
2005-02-22,1.80246
2005-02-21,1.81143
2005-02-18,1.82345
2005-02-17,1.82244
2005-02-16,1.81655
2005-02-15,1.81017
2005-02-14,1.80692
2005-02-11,1.81462
2005-02-10,1.82358
2005-02-09,1.8263
2005-02-08,1.81873
2005-02-07,1.81725
2005-02-04,1.82671
2005-02-03,1.82791
2005-02-02,1.8338
2005-02-01,1.83533
2005-01-31,1.83059
2005-01-28,1.82479
2005-01-27,1.82717
2005-01-26,1.82774
2005-01-25,1.82862
2005-01-24,1.83381
2005-01-21,1.8449
2005-01-20,1.86108
2005-01-19,1.8749
2005-01-18,1.8758
2005-01-17,1.87383
2005-01-14,1.87598
2005-01-13,1.87611
2005-01-12,1.88177
2005-01-11,1.88463
2005-01-10,1.88617
2005-01-07,1.8924
2005-01-06,1.89437
2005-01-05,1.89
2005-01-04,1.88657
2005-01-03,1.88949
