Date,CURRFX.EURJPY.1
2005-06-28,132.571
2005-06-27,131.656
2005-06-24,131.443
2005-06-23,131.902
2005-06-22,132.195
2005-06-21,132.882
2005-06-20,132.592
2005-06-17,132.02
2005-06-16,132.099
2005-06-15,132.042
2005-06-14,132.222
2005-06-13,131.482
2005-06-10,131.317
2005-06-09,131.127
2005-06-08,131.013
2005-06-07,131.375
2005-06-06,132.156
2005-06-03,132.822
2005-06-02,133.007
2005-06-01,133.948
2005-05-31,135.007
2005-05-30,135.393
2005-05-27,135.275
2005-05-26,135.611
2005-05-25,135.38
2005-05-24,135.569
2005-05-23,135.875
2005-05-20,135.795
2005-05-19,135.461
2005-05-18,135.309
2005-05-17,135.201
2005-05-16,135.551
2005-05-13,135.575
2005-05-12,135.61
2005-05-11,135.818
2005-05-10,135.321
2005-05-09,134.981
2005-05-06,135.344
2005-05-05,135.241
2005-05-04,135.141
2005-05-03,135.09
2005-05-02,135.8
2005-04-29,136.809
2005-04-28,137.162
2005-04-27,137.45
2005-04-26,137.442
2005-04-25,138.363
2005-04-22,139.625
2005-04-21,139.718
2005-04-20,139.727
2005-04-19,139.619
2005-04-18,138.873
2005-04-15,138.622
2005-04-14,138.831
2005-04-13,139.437
2005-04-12,139.962
2005-04-11,139.862
2005-04-08,139.745
2005-04-07,139.622
2005-04-06,139.175
2005-04-05,139.022
2005-04-04,138.866
2005-04-01,138.938
2005-03-31,138.915
2005-03-30,138.687
2005-03-29,138.049
2005-03-28,137.745
2005-03-25,137.593
2005-03-24,137.835
2005-03-23,138.239
2005-03-22,138.752
2005-03-21,139.555
2005-03-18,139.829
2005-03-17,139.564
2005-03-16,139.527
2005-03-15,140.084
2005-03-14,139.782
2005-03-11,139.544
2005-03-10,139.401
2005-03-09,139.422
2005-03-08,138.854
2005-03-07,138.451
2005-03-04,137.812
2005-03-03,137.543
2005-03-02,137.923
2005-03-01,138.782
2005-02-28,139.284
2005-02-25,138.963
2005-02-24,138.324
2005-02-23,137.954
2005-02-22,137.954
2005-02-21,138.001
2005-02-18,137.766
2005-02-17,136.792
2005-02-16,136.048
2005-02-15,136.144
2005-02-14,136.023
2005-02-11,135.881
2005-02-10,135.211
2005-02-09,134.616
2005-02-08,133.975
2005-02-07,134.705
2005-02-04,135.411
2005-02-03,135.225
2005-02-02,135.179
2005-02-01,134.98
2005-01-31,134.699
2005-01-28,134.506
2005-01-27,134.839
2005-01-26,134.643
2005-01-25,134.032
2005-01-24,134.055
2005-01-21,133.92
2005-01-20,133.52
2005-01-19,133.317
2005-01-18,133.538
2005-01-17,134.271
2005-01-14,135.567
2005-01-13,135.713
2005-01-12,135.842
2005-01-11,136.53
2005-01-10,137.411
2005-01-07,138.257
2005-01-06,138.337
2005-01-05,138.664
2005-01-04,138.625
2005-01-03,139.731
