Date,YAHOO.INDEX_FCHI.4
2006-02-06,4934.59
2006-02-03,4937.56
2006-02-02,4927.89
2006-02-01,4999.39
2006-01-31,4947.99
2006-01-30,4936.79
2006-01-27,4956.6
2006-01-26,4876.52
2006-01-25,4791.0
2006-01-24,4748.32
2006-01-23,4751.99
2006-01-20,4773.48
2006-01-19,4814.09
2006-01-18,4772.09
2006-01-17,4807.14
2006-01-16,4856.09
2006-01-13,4850.53
2006-01-12,4890.24
2006-01-11,4890.49
2006-01-10,4861.93
2006-01-09,4875.09
2006-01-06,4867.15
2006-01-05,4835.09
2006-01-04,4838.52
2006-01-03,4776.98
2006-01-02,4754.92
2005-12-30,4715.23
2005-12-29,4772.93
2005-12-28,4756.93
2005-12-27,4769.38
2005-12-23,4757.74
2005-12-22,4751.96
2005-12-21,4752.41
2005-12-20,4703.48
2005-12-19,4694.86
2005-12-16,4704.41
2005-12-15,4673.14
2005-12-14,4674.85
2005-12-13,4693.4
2005-12-12,4673.13
2005-12-09,4661.01
2005-12-08,4669.93
2005-12-07,4660.58
2005-12-06,4677.2
2005-12-05,4650.54
2005-12-02,4662.5
2005-12-01,4636.46
2005-11-30,4567.41
2005-11-29,4588.73
2005-11-28,4575.31
2005-11-25,4600.48
2005-11-24,4586.84
2005-11-23,4608.65
2005-11-22,4580.81
2005-11-21,4586.38
2005-11-18,4556.23
2005-11-17,4523.18
2005-11-16,4512.13
2005-11-15,4543.15
2005-11-14,4548.45
2005-11-11,4536.49
2005-11-10,4479.5
2005-11-09,4480.23
2005-11-08,4503.62
2005-11-07,4503.65
2005-11-04,4498.7
2005-11-03,4502.02
2005-11-02,4429.65
2005-11-01,4434.75
2005-10-31,4436.45
2005-10-28,4326.71
2005-10-27,4336.41
2005-10-26,4412.7
2005-10-25,4396.99
2005-10-24,4421.97
2005-10-21,4366.52
2005-10-20,4390.66
2005-10-19,4375.09
2005-10-18,4461.14
2005-10-17,4489.21
2005-10-14,4482.13
2005-10-13,4470.13
2005-10-12,4515.05
2005-10-11,4549.68
2005-10-10,4536.22
2005-10-07,4528.79
2005-10-06,4536.9
2005-10-05,4594.11
2005-10-04,4650.24
2005-10-03,4622.54
2005-09-30,4600.02
2005-09-29,4578.86
2005-09-28,4599.63
2005-09-27,4546.8
2005-09-26,4566.92
2005-09-23,4477.2
2005-09-22,4448.15
2005-09-21,4468.06
2005-09-20,4531.8
2005-09-19,4505.68
2005-09-16,4509.49
2005-09-15,4479.39
2005-09-14,4470.43
2005-09-13,4453.41
2005-09-12,4491.82
2005-09-09,4491.68
2005-09-08,4465.94
2005-09-07,4486.19
2005-09-06,4472.55
2005-09-05,4430.09
2005-09-02,4404.95
2005-09-01,4424.15
2005-08-31,4399.36
2005-08-30,4356.66
2005-08-29,4361.27
2005-08-26,4342.7
2005-08-25,4378.51
2005-08-24,4424.43
2005-08-23,4436.56
2005-08-22,4485.94
2005-08-19,4487.9
2005-08-18,4430.07
2005-08-17,4439.63
2005-08-16,4444.57
2005-08-15,4466.58
2005-08-12,4476.48
2005-08-11,4509.1
2005-08-10,4527.11
2005-08-09,4491.69
2005-08-08,4441.01
2005-08-05,4421.7
2005-08-04,4458.97
2005-08-03,4495.48
2005-08-02,4503.33
2005-08-01,4456.87
2005-07-29,4451.74
2005-07-28,4462.26
2005-07-27,4433.13
2005-07-26,4420.78
2005-07-25,4422.12
2005-07-22,4415.52
2005-07-21,4425.66
2005-07-20,4418.39
2005-07-19,4424.25
2005-07-18,4363.47
2005-07-15,4373.77
2005-07-14,4370.88
2005-07-13,4343.62
2005-07-12,4313.78
2005-07-11,4321.56
2005-07-08,4300.31
2005-07-07,4220.62
2005-07-06,4279.95
2005-07-05,4252.75
2005-07-04,4264.6
2005-07-01,4269.62
2005-06-30,4229.35
2005-06-29,4231.88
2005-06-28,4194.33
2005-06-27,4157.68
2005-06-24,4199.87
2005-06-23,4240.18
2005-06-22,4229.55
2005-06-21,4222.02
2005-06-20,4193.4
2005-06-17,4220.91
2005-06-16,4185.15
2005-06-15,4184.36
2005-06-14,4197.74
2005-06-13,4203.49
2005-06-10,4184.1
2005-06-09,4153.71
2005-06-08,4171.35
2005-06-07,4180.74
2005-06-06,4146.47
2005-06-03,4162.47
2005-06-02,4183.72
2005-06-01,4178.25
2005-05-31,4120.73
2005-05-30,4134.87
2005-05-27,4131.83
2005-05-26,4137.28
2005-05-25,4100.27
2005-05-24,4102.06
2005-05-23,4118.37
2005-05-20,4096.18
2005-05-19,4085.98
2005-05-18,4073.15
2005-05-17,4006.19
2005-05-16,4010.98
2005-05-13,4017.89
2005-05-12,4015.65
2005-05-11,3979.53
2005-05-10,4000.25
2005-05-09,4020.19
2005-05-06,4033.46
2005-05-05,4019.35
2005-05-04,3987.63
2005-05-03,3955.93
2005-05-02,3938.77
2005-04-29,3911.71
2005-04-28,3911.45
2005-04-27,3927.68
2005-04-26,3993.04
2005-04-25,3993.07
2005-04-22,3980.18
2005-04-21,3951.02
2005-04-20,3950.02
2005-04-19,3962.39
2005-04-18,3949.59
2005-04-15,4032.28
2005-04-14,4111.11
2005-04-13,4116.85
2005-04-12,4096.81
2005-04-11,4117.62
2005-04-08,4124.29
2005-04-07,4124.37
2005-04-06,4106.99
2005-04-05,4087.94
2005-04-04,4052.32
2005-04-01,4080.08
2005-03-31,4067.78
2005-03-30,4064.61
2005-03-29,4081.65
2005-03-24,4078.31
2005-03-23,4032.41
2005-03-22,4047.18
2005-03-21,4033.0
2005-03-18,4050.77
2005-03-17,4032.07
2005-03-16,4019.4
2005-03-15,4077.74
2005-03-14,4048.55
2005-03-11,4049.18
2005-03-10,4038.21
2005-03-09,4066.69
2005-03-08,4085.38
2005-03-07,4108.0
2005-03-04,4091.58
2005-03-03,4061.35
2005-03-02,4062.72
2005-03-01,4054.98
2005-02-28,4027.16
2005-02-25,4034.57
2005-02-24,3977.67
2005-02-23,3977.19
2005-02-22,4002.33
2005-02-21,4022.62
2005-02-18,4029.02
2005-02-17,4005.5
2005-02-16,4009.02
2005-02-15,4030.45
2005-02-14,4012.11
2005-02-11,4016.75
2005-02-10,3970.37
2005-02-09,3969.62
2005-02-08,3980.77
2005-02-07,3981.9
2005-02-04,3958.01
2005-02-03,3928.94
2005-02-02,3951.72
2005-02-01,3939.18
2005-01-31,3913.69
2005-01-28,3870.35
2005-01-27,3891.4
2005-01-26,3879.82
2005-01-25,3882.04
2005-01-24,3848.71
2005-01-21,3854.19
2005-01-20,3842.44
2005-01-19,3869.01
2005-01-18,3875.02
2005-01-17,3881.44
2005-01-14,3854.6
2005-01-13,3834.11
2005-01-12,3816.14
2005-01-11,3848.99
2005-01-10,3877.82
2005-01-07,3877.96
2005-01-06,3856.48
2005-01-05,3829.36
2005-01-04,3863.3
2005-01-03,3855.68
