Date,BCB.UDJIAD1.1
2005-12-09,10778.58
2005-12-08,10755.12
2005-12-07,10810.91
2005-12-06,10856.86
2005-12-05,10835.01
2005-12-02,10877.51
2005-12-01,10912.57
2005-11-30,10805.87
2005-11-29,10888.16
2005-11-28,10890.72
2005-11-25,10931.62
2005-11-23,10916.09
2005-11-22,10871.43
2005-11-21,10820.28
2005-11-18,10766.33
2005-11-17,10720.22
2005-11-16,10674.76
2005-11-15,10686.44
2005-11-14,10697.17
2005-11-11,10686.04
2005-11-10,10640.1
2005-11-09,10546.21
2005-11-08,10539.72
2005-11-07,10586.23
2005-11-04,10530.76
2005-11-03,10522.59
2005-11-02,10472.73
2005-11-01,10406.77
2005-10-31,10440.07
2005-10-28,10402.77
2005-10-27,10229.95
2005-10-26,10344.98
2005-10-25,10377.87
2005-10-24,10385.0
2005-10-21,10215.22
2005-10-20,10281.1
2005-10-19,10414.13
2005-10-18,10285.26
2005-10-17,10348.1
2005-10-14,10287.34
2005-10-13,10216.59
2005-10-12,10216.91
2005-10-11,10253.17
2005-10-10,10238.76
2005-10-07,10292.31
2005-10-06,10287.1
2005-10-05,10317.36
2005-10-04,10441.11
2005-10-03,10535.48
2005-09-30,10568.7
2005-09-29,10552.78
2005-09-28,10473.09
2005-09-27,10456.21
2005-09-26,10443.63
2005-09-23,10419.59
2005-09-22,10422.05
2005-09-21,10378.03
2005-09-20,10481.52
2005-09-19,10557.63
2005-09-16,10641.94
2005-09-15,10558.75
2005-09-14,10544.9
2005-09-13,10597.44
2005-09-12,10682.94
2005-09-09,10678.56
2005-09-08,10595.93
2005-09-07,10633.5
2005-09-06,10589.24
2005-09-02,10447.37
2005-09-01,10459.63
2005-08-31,10481.6
2005-08-30,10412.82
2005-08-29,10463.05
2005-08-26,10397.29
2005-08-25,10450.63
2005-08-24,10434.87
2005-08-23,10519.58
2005-08-22,10569.89
2005-08-19,10559.23
2005-08-18,10554.93
2005-08-17,10550.71
2005-08-16,10513.45
2005-08-15,10634.38
2005-08-12,10600.31
2005-08-11,10685.89
2005-08-10,10594.41
2005-08-09,10615.67
2005-08-08,10536.93
2005-08-05,10558.03
2005-08-04,10610.1
2005-08-03,10697.59
2005-08-02,10683.74
2005-08-01,10623.15
2005-07-29,10640.91
2005-07-28,10705.55
2005-07-27,10637.09
2005-07-26,10579.77
2005-07-25,10596.48
2005-07-22,10651.18
2005-07-21,10627.77
2005-07-20,10689.15
2005-07-19,10646.56
2005-07-18,10574.99
2005-07-15,10640.83
2005-07-14,10628.89
2005-07-13,10557.39
2005-07-12,10513.89
2005-07-11,10519.72
2005-07-08,10449.14
2005-07-07,10302.29
2005-07-06,10270.68
2005-07-05,10371.8
2005-07-01,10303.44
2005-06-30,10274.97
2005-06-29,10374.48
2005-06-28,10405.63
2005-06-27,10290.78
2005-06-24,10297.84
2005-06-23,10421.44
2005-06-22,10587.93
2005-06-21,10599.67
2005-06-20,10609.11
2005-06-17,10623.07
2005-06-16,10578.65
2005-06-15,10566.37
2005-06-14,10547.57
2005-06-13,10522.56
2005-06-10,10512.63
2005-06-09,10503.02
2005-06-08,10476.86
2005-06-07,10483.07
2005-06-06,10467.03
2005-06-03,10460.97
2005-06-02,10553.49
2005-06-01,10549.87
2005-05-31,10467.48
2005-05-27,10542.55
2005-05-26,10537.6
2005-05-25,10457.8
2005-05-24,10503.68
2005-05-23,10523.56
2005-05-20,10471.91
2005-05-19,10493.19
2005-05-18,10464.45
2005-05-17,10331.88
2005-05-16,10252.29
2005-05-13,10140.12
2005-05-12,10189.48
2005-05-11,10300.25
2005-05-10,10281.11
2005-05-09,10384.34
2005-05-06,10345.4
2005-05-05,10340.38
2005-05-04,10384.64
2005-05-03,10256.95
2005-05-02,10251.7
2005-04-29,10192.51
2005-04-28,10070.37
2005-04-27,10198.8
2005-04-26,10151.13
2005-04-25,10242.47
2005-04-22,10157.71
2005-04-21,10218.6
2005-04-20,10012.36
2005-04-19,10127.41
2005-04-18,10071.25
2005-04-15,10087.51
2005-04-14,10278.75
2005-04-13,10403.93
2005-04-12,10507.97
2005-04-11,10448.56
2005-04-08,10461.34
2005-04-07,10546.32
2005-04-06,10486.02
2005-04-05,10458.46
2005-04-04,10421.14
2005-04-01,10404.3
2005-03-31,10503.76
2005-03-30,10540.93
2005-03-29,10405.7
2005-03-28,10485.65
2005-03-24,10442.87
2005-03-23,10456.02
2005-03-22,10470.51
2005-03-21,10565.39
2005-03-18,10629.67
2005-03-17,10626.35
2005-03-16,10633.07
2005-03-15,10745.1
2005-03-14,10804.51
2005-03-11,10774.36
2005-03-10,10851.51
2005-03-09,10805.62
2005-03-08,10912.62
2005-03-07,10936.86
2005-03-04,10940.55
2005-03-03,10833.03
2005-03-02,10811.97
2005-03-01,10830.0
2005-02-28,10766.23
2005-02-25,10841.6
2005-02-24,10748.79
2005-02-23,10673.79
2005-02-22,10611.2
2005-02-18,10785.22
2005-02-17,10754.26
2005-02-16,10834.88
2005-02-15,10837.32
2005-02-14,10791.13
2005-02-11,10796.01
2005-02-10,10749.61
2005-02-09,10664.11
2005-02-08,10724.63
2005-02-07,10715.76
2005-02-04,10716.13
2005-02-03,10593.1
2005-02-02,10596.79
2005-02-01,10551.94
2005-01-31,10489.94
2005-01-28,10427.2
2005-01-27,10467.4
2005-01-26,10498.59
2005-01-25,10461.56
2005-01-24,10368.61
2005-01-21,10392.99
2005-01-20,10471.47
2005-01-19,10539.97
2005-01-18,10628.79
2005-01-14,10558.0
2005-01-13,10505.83
2005-01-12,10617.78
2005-01-11,10556.22
2005-01-10,10621.03
2005-01-07,10603.96
2005-01-06,10622.88
2005-01-05,10597.83
2005-01-04,10630.78
2005-01-03,10729.43
