Date,YAHOO.INDEX_GSPTSE.4
2013-05-03,12438.0
2013-05-02,12379.6
2013-05-01,12321.3
2013-04-30,12456.5
2013-04-29,12312.7
2013-04-26,12220.2
2013-04-25,12329.5
2013-04-24,12270.4
2013-04-23,12090.9
2013-04-22,12090.7
2013-04-19,12065.6
2013-04-18,11996.3
2013-04-17,11947.3
2013-04-16,12119.9
2013-04-15,12004.9
2013-04-12,12337.6
2013-04-11,12481.4
2013-04-10,12534.9
2013-04-09,12484.1
2013-04-08,12344.6
2013-04-05,12331.9
2013-04-04,12363.1
2013-04-03,12422.1
2013-04-02,12682.1
2013-04-01,12695.1
2013-03-28,12749.9
2013-03-27,12699.7
2013-03-26,12706.4
2013-03-25,12680.7
2013-03-22,12757.4
2013-03-21,12747.9
2013-03-20,12826.6
2013-03-19,12773.9
2013-03-18,12781.8
2013-03-15,12830.0
2013-03-14,12799.9
2013-03-13,12744.1
2013-03-12,12878.6
2013-03-11,12858.5
2013-03-08,12835.6
2013-03-07,12826.5
2013-03-06,12832.0
2013-03-05,12736.0
2013-03-04,12707.4
2013-03-01,12773.1
2013-02-28,12821.8
2013-02-27,12732.4
2013-02-26,12660.4
2013-02-25,12650.9
2013-02-22,12701.6
2013-02-21,12640.0
2013-02-20,12714.1
2013-02-19,12810.2
2013-02-15,12686.6
2013-02-14,12721.8
2013-02-13,12775.3
2013-02-12,12789.0
2013-02-11,12748.2
2013-02-08,12801.2
2013-02-07,12755.9
2013-02-06,12761.6
2013-02-05,12745.7
2013-02-04,12717.6
2013-02-01,12768.8
2013-01-31,12685.2
2013-01-30,12794.4
2013-01-29,12830.6
2013-01-28,12815.9
2013-01-25,12816.6
2013-01-24,12823.6
2013-01-23,12794.1
2013-01-22,12824.6
2013-01-21,12794.3
2013-01-18,12725.7
2013-01-17,12674.7
2013-01-16,12608.8
2013-01-15,12642.0
2013-01-14,12603.1
2013-01-11,12602.2
2013-01-10,12599.7
2013-01-09,12522.2
2013-01-08,12504.8
2013-01-07,12499.6
2013-01-04,12540.8
2013-01-03,12470.4
2013-01-02,12540.8
2012-12-31,12433.5
2012-12-28,12316.1
2012-12-27,12373.8
2012-12-26,12370.8
2012-12-24,12370.8
2012-12-21,12385.7
2012-12-20,12388.7
2012-12-19,12403.6
2012-12-18,12334.3
2012-12-17,12281.4
2012-12-14,12296.7
2012-12-13,12289.2
2012-12-12,12353.1
2012-12-11,12282.4
2012-12-10,12230.5
2012-12-07,12159.6
2012-12-06,12151.1
2012-12-05,12157.3
2012-12-04,12137.2
2012-12-03,12169.7
2012-11-30,12239.4
2012-11-29,12202.9
2012-11-28,12140.3
2012-11-27,12111.6
2012-11-26,12185.1
2012-11-23,12213.2
2012-11-22,12153.1
2012-11-21,12100.1
2012-11-20,12046.3
2012-11-19,12040.4
2012-11-16,11877.7
2012-11-15,11811.4
2012-11-14,11929.8
2012-11-13,12134.7
2012-11-12,12191.5
2012-11-09,12196.8
2012-11-08,12191.1
2012-11-07,12230.6
2012-11-06,12361.2
2012-11-05,12352.8
2012-11-02,12380.4
2012-11-01,12499.8
2012-10-31,12422.9
2012-10-30,12377.0
2012-10-29,12312.8
2012-10-26,12300.3
2012-10-25,12300.2
2012-10-24,12195.0
2012-10-23,12225.8
2012-10-22,12403.5
2012-10-19,12416.0
2012-10-18,12466.1
2012-10-17,12461.3
2012-10-16,12407.7
2012-10-15,12230.0
2012-10-12,12202.0
2012-10-11,12234.0
2012-10-10,12212.4
2012-10-09,12273.6
2012-10-08,12419.0
2012-10-05,12419.0
2012-10-04,12447.7
2012-10-03,12359.5
2012-10-02,12391.2
2012-10-01,12370.2
2012-09-28,12317.5
2012-09-27,12338.9
2012-09-26,12232.9
2012-09-25,12257.2
2012-09-24,12313.5
2012-09-21,12383.6
2012-09-20,12409.3
2012-09-19,12436.2
2012-09-18,12422.7
2012-09-17,12446.9
2012-09-14,12499.5
2012-09-13,12360.2
2012-09-12,12232.6
2012-09-11,12220.5
2012-09-10,12215.4
2012-09-07,12268.0
2012-09-06,12139.7
2012-09-05,11990.1
2012-09-04,11941.7
2012-08-31,11949.3
2012-08-30,11886.7
2012-08-29,12009.8
2012-08-28,12009.9
2012-08-27,12048.8
2012-08-24,12082.2
2012-08-23,12062.5
2012-08-22,12119.0
2012-08-21,12116.9
2012-08-20,12076.0
2012-08-17,12089.9
2012-08-16,12032.6
2012-08-15,11905.4
2012-08-14,11853.6
2012-08-13,11838.3
2012-08-10,11890.9
2012-08-09,11858.1
2012-08-08,11781.0
2012-08-07,11863.5
2012-08-06,11662.6
2012-08-03,11662.6
2012-08-02,11506.5
2012-08-01,11618.5
2012-07-31,11664.7
2012-07-30,11757.9
2012-07-27,11766.4
2012-07-26,11639.8
2012-07-25,11492.5
2012-07-24,11467.0
2012-07-23,11545.5
2012-07-20,11622.9
2012-07-19,11665.7
2012-07-18,11579.2
2012-07-17,11571.2
2012-07-16,11521.2
2012-07-13,11514.5
2012-07-12,11425.5
2012-07-11,11544.6
2012-07-10,11512.2
2012-07-09,11634.7
2012-07-06,11660.0
2012-07-05,11817.0
2012-07-04,11913.9
2012-07-03,11848.8
2012-07-02,11596.6
2012-06-29,11596.6
2012-06-28,11424.7
2012-06-27,11410.9
2012-06-26,11334.4
2012-06-25,11330.4
2012-06-22,11435.5
2012-06-21,11408.3
2012-06-20,11759.3
2012-06-19,11788.4
2012-06-18,11601.1
2012-06-15,11524.9
2012-06-14,11466.4
2012-06-13,11497.9
2012-06-12,11497.3
2012-06-11,11401.8
2012-06-08,11500.6
2012-06-07,11592.1
2012-06-06,11633.4
2012-06-05,11507.7
2012-06-04,11335.8
2012-06-01,11361.2
2012-05-31,11513.2
2012-05-30,11433.2
2012-05-29,11609.3
2012-05-28,11566.2
2012-05-25,11576.5
2012-05-24,11566.1
2012-05-23,11564.8
2012-05-22,11451.8
2012-05-21,11280.6
2012-05-18,11280.6
2012-05-17,11330.7
2012-05-16,11326.1
2012-05-15,11343.1
2012-05-14,11488.5
2012-05-11,11694.7
2012-05-10,11736.2
2012-05-09,11675.0
2012-05-08,11704.7
2012-05-07,11860.7
2012-05-04,11871.2
2012-05-03,12014.9
2012-05-02,12230.1
2012-05-01,12332.8
2012-04-30,12292.7
2012-04-27,12237.8
2012-04-26,12145.9
2012-04-25,12111.1
2012-04-24,11980.1
2012-04-23,11989.0
2012-04-20,12147.3
2012-04-19,12153.7
2012-04-18,12128.9
2012-04-17,12136.9
2012-04-16,12037.6
2012-04-13,12040.4
2012-04-12,12214.7
2012-04-11,12026.8
2012-04-10,11935.3
2012-04-09,12018.5
2012-04-05,12103.1
2012-04-04,12178.7
2012-04-03,12323.6
2012-04-02,12507.1
2012-03-30,12392.2
2012-03-29,12339.4
2012-03-28,12413.9
2012-03-27,12512.0
2012-03-26,12574.8
2012-03-23,12465.7
2012-03-22,12361.8
2012-03-21,12436.5
2012-03-20,12430.7
2012-03-19,12479.7
2012-03-16,12497.0
2012-03-15,12455.8
2012-03-14,12377.9
2012-03-13,12537.7
2012-03-12,12428.0
2012-03-09,12503.6
2012-03-08,12461.9
2012-03-07,12350.2
2012-03-06,12298.6
2012-03-05,12524.0
2012-03-02,12643.8
2012-03-01,12723.5
2012-02-29,12644.0
2012-02-28,12740.5
2012-02-27,12700.4
2012-02-24,12725.8
2012-02-23,12731.3
2012-02-22,12701.3
2012-02-21,12623.4
2012-02-17,12458.3
2012-02-16,12485.6
2012-02-15,12362.0
2012-02-14,12354.5
2012-02-13,12398.7
2012-02-10,12389.4
2012-02-09,12497.9
2012-02-08,12521.0
2012-02-07,12512.4
2012-02-06,12559.9
2012-02-03,12577.3
2012-02-02,12553.5
2012-02-01,12517.7
2012-01-31,12452.2
2012-01-30,12436.4
2012-01-27,12466.5
2012-01-26,12464.3
2012-01-25,12539.2
2012-01-24,12395.2
2012-01-23,12521.7
2012-01-20,12397.1
2012-01-19,12380.7
2012-01-18,12327.5
2012-01-17,12232.8
2012-01-16,12258.6
2012-01-13,12231.1
2012-01-12,12274.3
2012-01-11,12260.9
2012-01-10,12270.7
2012-01-09,12196.7
2012-01-06,12188.6
2012-01-05,12237.4
2012-01-04,12226.5
2012-01-03,12208.4
2011-12-30,11955.1
2011-12-29,11841.7
2011-12-28,11728.4
2011-12-27,11926.7
2011-12-23,11926.7
2011-12-22,11876.5
2011-12-21,11753.5
2011-12-20,11716.9
2011-12-19,11539.7
2011-12-16,11635.4
2011-12-15,11504.4
2011-12-14,11543.1
2011-12-13,11759.9
2011-12-12,11907.9
2011-12-09,12034.8
2011-12-08,11951.8
2011-12-07,12148.7
2011-12-06,12081.3
2011-12-05,12119.3
2011-12-02,12075.1
2011-12-01,12113.3
2011-11-30,12204.1
2011-11-29,11732.5
2011-11-28,11640.2
2011-11-25,11462.1
2011-11-24,11485.3
2011-11-23,11571.7
2011-11-22,11795.2
2011-11-21,11784.7
2011-11-18,11892.4
2011-11-17,11915.4
2011-11-16,12174.4
2011-11-15,12229.3
2011-11-14,12224.2
2011-11-11,12276.9
2011-11-10,12108.9
2011-11-09,12156.2
2011-11-08,12488.9
2011-11-07,12462.0
2011-11-04,12408.3
2011-11-03,12468.4
2011-11-02,12241.8
2011-11-01,12115.1
2011-10-31,12252.1
2011-10-28,12519.5
2011-10-27,12465.4
2011-10-26,12186.1
2011-10-25,12109.8
2011-10-24,12162.3
2011-10-21,11949.5
2011-10-20,11830.3
2011-10-19,11849.5
2011-10-18,12053.1
2011-10-17,11923.0
2011-10-14,12081.7
2011-10-13,11911.9
2011-10-12,12030.0
2011-10-11,11875.6
2011-10-10,11588.4
2011-10-07,11588.4
2011-10-06,11780.1
2011-10-05,11457.2
2011-10-04,11177.9
2011-10-03,11251.8
2011-09-30,11623.8
2011-09-29,11686.3
2011-09-28,11585.9
2011-09-27,11821.1
2011-09-26,11707.2
2011-09-23,11462.9
2011-09-22,11562.5
2011-09-21,11955.0
2011-09-20,12209.9
2011-09-19,12172.0
2011-09-16,12263.7
2011-09-15,12424.8
2011-09-14,12293.4
2011-09-13,12205.5
2011-09-12,12148.8
2011-09-09,12387.5
2011-09-08,12684.0
2011-09-07,12720.6
2011-09-06,12518.5
2011-09-02,12602.4
2011-09-01,12700.7
2011-08-31,12768.7
2011-08-30,12634.7
2011-08-29,12504.9
2011-08-26,12327.5
2011-08-25,12284.3
2011-08-24,12343.8
2011-08-23,12338.3
2011-08-22,12068.4
2011-08-19,12007.5
2011-08-18,12186.7
2011-08-17,12579.6
2011-08-16,12530.7
2011-08-15,12683.6
2011-08-12,12542.2
2011-08-11,12539.8
2011-08-10,12198.9
2011-08-09,12109.3
2011-08-08,11671.0
2011-08-05,12162.2
2011-08-04,12380.1
2011-08-03,12816.0
2011-08-02,12752.3
2011-08-01,12945.6
2011-07-29,12945.6
2011-07-28,13047.8
2011-07-27,13032.7
2011-07-26,13300.6
2011-07-25,13436.0
2011-07-22,13494.6
2011-07-21,13434.3
2011-07-20,13340.8
2011-07-19,13332.9
2011-07-18,13254.1
2011-07-15,13299.5
2011-07-14,13252.9
2011-07-13,13324.9
2011-07-12,13234.1
2011-07-11,13179.8
2011-07-08,13371.7
2011-07-07,13406.0
2011-07-06,13403.1
2011-07-05,13425.3
2011-07-04,13386.5
2011-07-01,13300.9
2011-06-30,13300.9
2011-06-29,13188.9
2011-06-28,13105.0
2011-06-27,12966.5
2011-06-24,12908.9
2011-06-23,12979.6
2011-06-22,13060.6
2011-06-21,13063.3
2011-06-20,12857.7
2011-06-17,12790.0
2011-06-16,12853.1
2011-06-15,12972.0
2011-06-14,13097.8
2011-06-13,12939.7
2011-06-10,13084.0
2011-06-09,13255.7
2011-06-08,13183.8
2011-06-07,13282.9
2011-06-06,13318.7
2011-06-03,13517.9
2011-06-02,13519.5
2011-06-01,13527.9
2011-05-31,13802.9
2011-05-30,13829.7
2011-05-27,13797.6
2011-05-26,13775.9
2011-05-25,13751.5
2011-05-24,13595.1
2011-05-23,13652.3
2011-05-20,13652.3
2011-05-19,13625.1
2011-05-18,13607.3
2011-05-17,13441.1
2011-05-16,13391.4
2011-05-13,13377.2
2011-05-12,13389.4
2011-05-11,13419.7
2011-05-10,13642.1
2011-05-09,13677.1
2011-05-06,13566.6
2011-05-05,13455.4
2011-05-04,13611.3
2011-05-03,13692.4
2011-05-02,13934.5
2011-04-29,13944.8
2011-04-28,13894.4
2011-04-27,13892.6
2011-04-26,13909.1
2011-04-25,13907.3
2011-04-21,13972.0
2011-04-20,13897.5
2011-04-19,13736.8
2011-04-18,13702.3
2011-04-15,13799.1
2011-04-14,13821.8
2011-04-13,13833.6
2011-04-12,13801.4
2011-04-11,13996.9
2011-04-08,14208.4
2011-04-07,14107.8
2011-04-06,14202.7
2011-04-05,14270.5
2011-04-04,14218.4
2011-04-01,14130.2
2011-03-31,14116.1
2011-03-30,14083.6
2011-03-29,13930.4
2011-03-28,13892.7
2011-03-25,14039.4
2011-03-24,14029.4
2011-03-23,14087.2
2011-03-22,14000.0
2011-03-21,14013.7
2011-03-18,13789.6
2011-03-17,13746.2
2011-03-16,13524.8
2011-03-15,13547.0
2011-03-14,13619.2
2011-03-11,13674.3
2011-03-10,13638.6
2011-03-09,13884.7
2011-03-08,14013.0
2011-03-07,14092.4
2011-03-04,14252.8
2011-03-03,14214.7
2011-03-02,14144.0
2011-03-01,14122.9
2011-02-28,14136.5
2011-02-25,14052.1
2011-02-24,13867.3
2011-02-23,13956.2
2011-02-22,13963.7
2011-02-18,14123.1
2011-02-17,14136.2
2011-02-16,14059.2
2011-02-15,13929.4
2011-02-14,13910.8
2011-02-11,13766.8
2011-02-10,13840.6
2011-02-09,13784.3
2011-02-08,13892.5
2011-02-07,13811.9
2011-02-04,13791.9
2011-02-03,13841.4
2011-02-02,13680.3
2011-02-01,13712.6
2011-01-31,13552.0
2011-01-28,13437.6
2011-01-27,13410.2
2011-01-26,13465.8
2011-01-25,13259.6
2011-01-24,13347.6
2011-01-21,13258.6
2011-01-20,13331.3
2011-01-19,13439.0
2011-01-18,13559.2
2011-01-17,13440.1
2011-01-14,13464.1
2011-01-13,13401.5
2011-01-12,13460.2
2011-01-11,13401.1
2011-01-10,13245.1
2011-01-07,13272.3
2011-01-06,13311.7
2011-01-05,13396.0
2011-01-04,13402.3
2011-01-03,13443.2
2010-12-31,13443.2
2010-12-30,13434.4
2010-12-29,13449.2
2010-12-28,13383.2
2010-12-27,13383.2
2010-12-24,13383.2
2010-12-23,13371.2
2010-12-22,13380.7
2010-12-21,13365.2
2010-12-20,13193.3
2010-12-17,13201.5
2010-12-16,13181.2
2010-12-15,13229.1
2010-12-14,13280.1
2010-12-13,13295.9
2010-12-10,13239.5
2010-12-09,13166.9
2010-12-08,13152.0
2010-12-07,13250.7
2010-12-06,13276.0
2010-12-03,13179.0
2010-12-02,13163.5
2010-12-01,13148.4
2010-11-30,12952.9
2010-11-29,12895.7
2010-11-26,12892.7
2010-11-25,12945.8
2010-11-24,12902.0
2010-11-23,12793.8
2010-11-22,12929.0
2010-11-19,12956.3
2010-11-18,12870.0
2010-11-17,12657.8
2010-11-16,12602.2
2010-11-15,12735.4
2010-11-12,12749.2
2010-11-11,12934.7
2010-11-10,12942.6
2010-11-09,12916.6
2010-11-08,13052.5
2010-11-05,12925.1
2010-11-04,12878.8
2010-11-03,12671.1
2010-11-02,12681.4
2010-11-01,12664.8
2010-10-29,12676.2
2010-10-28,12564.1
2010-10-27,12567.3
2010-10-26,12684.7
2010-10-25,12663.6
2010-10-22,12601.2
2010-10-21,12599.2
2010-10-20,12649.9
2010-10-19,12570.6
2010-10-18,12668.0
2010-10-15,12609.1
2010-10-14,12619.7
2010-10-13,12673.3
2010-10-12,12575.6
2010-10-11,12535.6
2010-10-08,12535.6
2010-10-07,12445.9
2010-10-06,12501.7
2010-10-05,12498.0
2010-10-04,12322.9
2010-10-01,12363.1
2010-09-30,12368.7
2010-09-29,12382.8
2010-09-28,12278.9
2010-09-27,12190.6
2010-09-24,12204.9
2010-09-23,12101.8
2010-09-22,12147.3
2010-09-21,12170.6
2010-09-20,12234.5
2010-09-17,12164.6
2010-09-16,12173.4
2010-09-15,12144.8
2010-09-14,12193.0
2010-09-13,12149.9
2010-09-10,12097.1
2010-09-09,12033.5
2010-09-08,12042.3
2010-09-07,12102.0
2010-09-03,12144.9
2010-09-02,12111.1
2010-09-01,12003.8
2010-08-31,11913.9
2010-08-30,11895.6
2010-08-27,11879.7
2010-08-26,11653.2
2010-08-25,11648.1
2010-08-24,11557.4
2010-08-23,11718.6
2010-08-20,11722.1
2010-08-19,11710.2
2010-08-18,11781.1
2010-08-17,11728.6
2010-08-16,11552.8
2010-08-13,11528.3
2010-08-12,11523.6
2010-08-11,11582.2
2010-08-10,11838.3
2010-08-09,11863.6
