Date,CURRFX.EURCAD.1
2006-04-05,1.42231
2006-04-04,1.41642
2006-04-03,1.41356
2006-03-31,1.40871
2006-03-30,1.40685
2006-03-29,1.40647
2006-03-28,1.40609
2006-03-27,1.40527
2006-03-24,1.40701
2006-03-23,1.40985
2006-03-22,1.41192
2006-03-21,1.41377
2006-03-20,1.40683
2006-03-17,1.3938
2006-03-16,1.38887
2006-03-15,1.38606
2006-03-14,1.38413
2006-03-13,1.3816
2006-03-10,1.37598
2006-03-09,1.36896
2006-03-08,1.36704
2006-03-07,1.36758
2006-03-06,1.36134
2006-03-03,1.35562
2006-03-02,1.3557
2006-03-01,1.35592
2006-02-28,1.36191
2006-02-27,1.36648
2006-02-24,1.36925
2006-02-23,1.36743
2006-02-22,1.37003
2006-02-21,1.37386
2006-02-20,1.37504
2006-02-17,1.37554
2006-02-16,1.37511
2006-02-15,1.37468
2006-02-14,1.37312
2006-02-13,1.37339
2006-02-10,1.37696
2006-02-09,1.37807
2006-02-08,1.37432
2006-02-07,1.37467
2006-02-06,1.37728
2006-02-03,1.38066
2006-02-02,1.38421
2006-02-01,1.38746
2006-01-31,1.38907
2006-01-30,1.39853
2006-01-27,1.41196
2006-01-26,1.41449
2006-01-25,1.41344
2006-01-24,1.40563
2006-01-23,1.40579
2006-01-20,1.41473
2006-01-19,1.40793
2006-01-18,1.40476
2006-01-17,1.40751
2006-01-16,1.40723
2006-01-13,1.40536
2006-01-12,1.40844
2006-01-11,1.4122
2006-01-10,1.41512
2006-01-09,1.4083
2006-01-06,1.38882
2006-01-05,1.37862
2006-01-04,1.37615
2006-01-03,1.38162
2006-01-02,1.38162
2005-12-30,1.38754
2005-12-29,1.38398
2005-12-28,1.38318
2005-12-27,1.38597
2005-12-26,1.38597
2005-12-23,1.39324
2005-12-22,1.39715
2005-12-21,1.39336
2005-12-20,1.39236
2005-12-19,1.38655
2005-12-16,1.37693
2005-12-15,1.37358
2005-12-14,1.36936
2005-12-13,1.36509
2005-12-12,1.36509
2005-12-09,1.36249
2005-12-08,1.36219
2005-12-07,1.36106
2005-12-06,1.36723
2005-12-05,1.36723
2005-12-02,1.37808
2005-12-01,1.3772
2005-11-30,1.37066
2005-11-29,1.37495
2005-11-28,1.37495
2005-11-25,1.38274
2005-11-24,1.38599
2005-11-23,1.38748
2005-11-22,1.39228
2005-11-21,1.39761
2005-11-18,1.39408
2005-11-17,1.3948
2005-11-16,1.39709
2005-11-15,1.39561
2005-11-14,1.39352
2005-11-11,1.39264
2005-11-10,1.39651
2005-11-09,1.39894
2005-11-08,1.40069
2005-11-07,1.40406
2005-11-04,1.41589
2005-11-03,1.41869
2005-11-02,1.41532
2005-11-01,1.42005
2005-10-31,1.42061
2005-10-28,1.41941
2005-10-27,1.41653
2005-10-26,1.42073
2005-10-25,1.42073
2005-10-24,1.41735
2005-10-21,1.41293
2005-10-20,1.41255
2005-10-19,1.41255
2005-10-18,1.42329
2005-10-17,1.42911
2005-10-14,1.41746
2005-10-13,1.40868
2005-10-12,1.41407
2005-10-11,1.42028
2005-10-10,1.42904
2005-10-07,1.42992
2005-10-06,1.40775
2005-10-05,1.39379
2005-10-04,1.3919
2005-10-03,1.40266
2005-09-30,1.4111
2005-09-29,1.41297
2005-09-28,1.41494
2005-09-27,1.41372
2005-09-26,1.41574
2005-09-23,1.42492
2005-09-22,1.42479
2005-09-21,1.41925
2005-09-20,1.42882
2005-09-19,1.44496
2005-09-16,1.44907
2005-09-15,1.45006
2005-09-14,1.45211
2005-09-13,1.45889
2005-09-12,1.46355
2005-09-09,1.46957
2005-09-08,1.47883
2005-09-07,1.48611
2005-09-06,1.49055
2005-09-05,1.48541
2005-09-02,1.47332
2005-09-01,1.46145
2005-08-31,1.4597
2005-08-30,1.46809
2005-08-29,1.47047
2005-08-26,1.46524
2005-08-25,1.46299
2005-08-24,1.46658
2005-08-23,1.47129
2005-08-22,1.47736
2005-08-19,1.48589
2005-08-18,1.4857
2005-08-17,1.48194
2005-08-16,1.48569
2005-08-15,1.49249
2005-08-12,1.49679
2005-08-11,1.49858
2005-08-10,1.50188
2005-08-09,1.50188
2005-08-08,1.50273
2005-08-05,1.50182
2005-08-04,1.49428
2005-08-03,1.48096
2005-08-02,1.47932
2005-08-01,1.48834
2005-07-29,1.49453
2005-07-28,1.4876
2005-07-27,1.47529
2005-07-26,1.47076
2005-07-25,1.47458
2005-07-22,1.48351
2005-07-21,1.47836
2005-07-20,1.46743
2005-07-19,1.46754
2005-07-18,1.46726
2005-07-15,1.46284
2005-07-14,1.46412
2005-07-13,1.47057
2005-07-12,1.46489
2005-07-11,1.4627
2005-07-08,1.47053
2005-07-07,1.47818
2005-07-06,1.47998
2005-07-05,1.48061
2005-07-04,1.4853
2005-07-01,1.48254
2005-06-30,1.48313
2005-06-29,1.48967
2005-06-28,1.49515
2005-06-27,1.4887
2005-06-24,1.48838
2005-06-23,1.49803
2005-06-22,1.50025
2005-06-21,1.5056
2005-06-20,1.50708
2005-06-17,1.49628
2005-06-16,1.50198
2005-06-15,1.5129
2005-06-14,1.51871
2005-06-13,1.52211
2005-06-10,1.53343
2005-06-09,1.52984
2005-06-08,1.52858
2005-06-07,1.52593
2005-06-06,1.52764
2005-06-03,1.52904
2005-06-02,1.53128
2005-06-01,1.55307
2005-05-31,1.56991
2005-05-30,1.57909
2005-05-27,1.58843
2005-05-26,1.59027
2005-05-25,1.58475
2005-05-24,1.58529
2005-05-23,1.58982
2005-05-20,1.59435
2005-05-19,1.59701
2005-05-18,1.59851
2005-05-17,1.60104
2005-05-16,1.59363
2005-05-13,1.59279
2005-05-12,1.59574
2005-05-11,1.59189
2005-05-10,1.5913
2005-05-09,1.5997
2005-05-06,1.61337
2005-05-05,1.61339
2005-05-04,1.61415
2005-05-03,1.61591
2005-05-02,1.61678
2005-04-29,1.61472
2005-04-28,1.61616
2005-04-27,1.61377
2005-04-26,1.60914
2005-04-25,1.6129
2005-04-22,1.6198
2005-04-21,1.62116
2005-04-20,1.62003
2005-04-19,1.61766
2005-04-18,1.60256
2005-04-15,1.59456
2005-04-14,1.5993
2005-04-13,1.60001
2005-04-12,1.59614
2005-04-11,1.58243
2005-04-08,1.57262
2005-04-07,1.5706
2005-04-06,1.56809
2005-04-05,1.56866
2005-04-04,1.56725
2005-04-01,1.56957
2005-03-31,1.56964
2005-03-30,1.5683
2005-03-29,1.5744
2005-03-28,1.57696
2005-03-25,1.57535
2005-03-24,1.57989
2005-03-23,1.58678
2005-03-22,1.59698
2005-03-21,1.60352
2005-03-18,1.61095
2005-03-17,1.61315
2005-03-16,1.60891
2005-03-15,1.61672
2005-03-14,1.62055
2005-03-11,1.61612
2005-03-10,1.61647
2005-03-09,1.62192
2005-03-08,1.62603
2005-03-07,1.62988
2005-03-04,1.62964
2005-03-03,1.6311
2005-03-02,1.63508
2005-03-01,1.63604
2005-02-28,1.63926
2005-02-25,1.63627
2005-02-24,1.63107
2005-02-23,1.61946
2005-02-22,1.61055
2005-02-21,1.60749
2005-02-18,1.60792
2005-02-17,1.60827
2005-02-16,1.60099
2005-02-15,1.59614
2005-02-14,1.5942
2005-02-11,1.5995
2005-02-10,1.59736
2005-02-09,1.59636
2005-02-08,1.60431
2005-02-07,1.60808
2005-02-04,1.61175
2005-02-03,1.61305
2005-02-02,1.61441
2005-02-01,1.61676
2005-01-31,1.61471
2005-01-28,1.61384
2005-01-27,1.60989
2005-01-26,1.60163
2005-01-25,1.59655
2005-01-24,1.5956
2005-01-21,1.59812
2005-01-20,1.5952
2005-01-19,1.59253
2005-01-18,1.5924
2005-01-17,1.59332
2005-01-14,1.59031
2005-01-13,1.59394
2005-01-12,1.59819
2005-01-11,1.60324
2005-01-10,1.6158
2005-01-07,1.62675
2005-01-06,1.62456
2005-01-05,1.62369
2005-01-04,1.62606
2005-01-03,1.63298
