Date,CURRFX.EURCHF.1
2006-04-07,1.57871
2006-04-06,1.58062
2006-04-05,1.5818
2006-04-04,1.58055
2006-04-03,1.57864
2006-03-31,1.57459
2006-03-30,1.57265
2006-03-29,1.57312
2006-03-28,1.57592
2006-03-27,1.57736
2006-03-24,1.57579
2006-03-23,1.57352
2006-03-22,1.57213
2006-03-21,1.57241
2006-03-20,1.57045
2006-03-17,1.56562
2006-03-16,1.5663
2006-03-15,1.56853
2006-03-14,1.56969
2006-03-13,1.56659
2006-03-10,1.56189
2006-03-09,1.56074
2006-03-08,1.56069
2006-03-07,1.56132
2006-03-06,1.563
2006-03-03,1.56429
2006-03-02,1.5644
2006-03-01,1.56538
2006-02-28,1.56446
2006-02-27,1.56305
2006-02-24,1.56034
2006-02-23,1.55972
2006-02-22,1.56107
2006-02-21,1.56306
2006-02-20,1.56168
2006-02-17,1.55769
2006-02-16,1.55769
2006-02-15,1.55656
2006-02-14,1.55584
2006-02-13,1.55561
2006-02-10,1.55465
2006-02-09,1.55474
2006-02-08,1.55619
2006-02-07,1.55628
2006-02-06,1.55617
2006-02-03,1.55455
2006-02-02,1.55412
2006-02-01,1.55445
2006-01-31,1.5538
2006-01-30,1.55201
2006-01-27,1.5492
2006-01-26,1.54838
2006-01-25,1.54816
2006-01-24,1.54872
2006-01-23,1.55002
2006-01-20,1.55085
2006-01-19,1.54941
2006-01-18,1.55006
2006-01-17,1.55011
2006-01-16,1.54925
2006-01-13,1.5468
2006-01-12,1.54457
2006-01-11,1.54266
2006-01-10,1.54287
2006-01-09,1.54467
2006-01-06,1.54922
2006-01-05,1.55421
2006-01-04,1.55591
2006-01-03,1.55666
2006-01-02,1.55727
2005-12-30,1.55791
2005-12-29,1.55707
2005-12-28,1.55707
2005-12-27,1.55724
2005-12-26,1.55575
2005-12-23,1.55295
2005-12-22,1.5516
2005-12-21,1.55019
2005-12-20,1.5471
2005-12-19,1.5471
2005-12-16,1.54279
2005-12-15,1.54146
2005-12-14,1.53929
2005-12-13,1.53884
2005-12-12,1.53922
2005-12-09,1.54018
2005-12-08,1.54177
2005-12-07,1.54338
2005-12-06,1.54324
2005-12-05,1.5452
2005-12-02,1.54801
2005-12-01,1.54713
2005-11-30,1.54631
2005-11-29,1.54604
2005-11-28,1.54768
2005-11-25,1.55044
2005-11-24,1.54966
2005-11-23,1.54801
2005-11-22,1.54761
2005-11-21,1.54788
2005-11-18,1.5475
2005-11-17,1.54543
2005-11-16,1.54217
2005-11-15,1.53918
2005-11-14,1.53769
2005-11-11,1.53856
2005-11-10,1.5423
2005-11-09,1.54304
2005-11-08,1.54328
2005-11-07,1.54517
2005-11-04,1.54371
2005-11-03,1.54459
2005-11-02,1.54639
2005-11-01,1.54562
2005-10-31,1.54562
2005-10-28,1.54687
2005-10-27,1.54715
2005-10-26,1.54414
2005-10-25,1.54307
2005-10-24,1.54534
2005-10-21,1.54964
2005-10-20,1.55296
2005-10-19,1.55352
2005-10-18,1.55261
2005-10-17,1.55069
2005-10-14,1.54873
2005-10-13,1.54733
2005-10-12,1.54746
2005-10-11,1.54914
2005-10-10,1.54933
2005-10-07,1.54812
2005-10-06,1.54985
2005-10-05,1.55142
2005-10-04,1.55301
2005-10-03,1.55617
2005-09-30,1.55652
2005-09-29,1.55628
2005-09-28,1.55659
2005-09-27,1.55597
2005-09-26,1.5552
2005-09-23,1.5536
2005-09-22,1.55235
2005-09-21,1.5523
2005-09-20,1.55237
2005-09-19,1.55183
2005-09-16,1.54732
2005-09-15,1.54604
2005-09-14,1.54685
2005-09-13,1.5449
2005-09-12,1.54345
2005-09-09,1.54301
2005-09-08,1.54343
2005-09-07,1.53774
2005-09-06,1.53774
2005-09-05,1.53401
2005-09-02,1.54424
2005-09-01,1.54826
2005-08-31,1.55074
2005-08-30,1.54887
2005-08-29,1.54612
2005-08-26,1.54787
2005-08-25,1.55303
2005-08-24,1.55401
2005-08-23,1.5517
2005-08-22,1.54888
2005-08-19,1.54846
2005-08-18,1.54959
2005-08-17,1.55074
2005-08-16,1.55205
2005-08-15,1.55388
2005-08-12,1.55388
2005-08-11,1.55667
2005-08-10,1.55776
2005-08-09,1.55831
2005-08-08,1.55907
2005-08-05,1.55698
2005-08-04,1.55616
2005-08-03,1.55736
2005-08-02,1.55989
2005-08-01,1.56179
2005-07-29,1.56115
2005-07-28,1.56233
2005-07-27,1.56174
2005-07-26,1.56286
2005-07-25,1.56386
2005-07-22,1.56332
2005-07-21,1.56292
2005-07-20,1.56221
2005-07-19,1.55956
2005-07-18,1.55956
2005-07-15,1.55769
2005-07-14,1.55769
2005-07-13,1.55498
2005-07-12,1.55464
2005-07-11,1.55371
2005-07-08,1.55233
2005-07-07,1.55394
2005-07-06,1.55279
2005-07-05,1.55109
2005-07-04,1.55052
2005-07-01,1.54975
2005-06-30,1.54673
2005-06-29,1.54411
2005-06-28,1.54217
2005-06-27,1.54083
2005-06-24,1.54085
2005-06-23,1.54198
2005-06-22,1.54257
2005-06-21,1.54382
2005-06-20,1.54214
2005-06-17,1.53965
2005-06-16,1.53843
2005-06-15,1.5376
2005-06-14,1.53803
2005-06-13,1.53554
2005-06-10,1.53406
2005-06-09,1.53313
2005-06-08,1.53083
2005-06-07,1.53185
2005-06-06,1.53357
2005-06-03,1.53446
2005-06-02,1.53373
2005-06-01,1.53972
2005-05-31,1.54596
2005-05-30,1.54728
2005-05-27,1.54655
2005-05-26,1.54621
2005-05-25,1.54701
2005-05-24,1.54805
2005-05-23,1.54727
2005-05-20,1.54463
2005-05-19,1.54463
2005-05-18,1.54465
2005-05-17,1.54489
2005-05-16,1.54515
2005-05-13,1.54369
2005-05-12,1.54488
2005-05-11,1.54723
2005-05-10,1.54794
2005-05-09,1.547
2005-05-06,1.54532
2005-05-05,1.54287
2005-05-04,1.54158
2005-05-03,1.53907
2005-05-02,1.53775
2005-04-29,1.53946
2005-04-28,1.54226
2005-04-27,1.54226
2005-04-26,1.54341
2005-04-25,1.54335
2005-04-22,1.54323
2005-04-21,1.54166
2005-04-20,1.54386
2005-04-19,1.54816
2005-04-18,1.55226
2005-04-15,1.5532
2005-04-14,1.54971
2005-04-13,1.54897
2005-04-12,1.54845
2005-04-11,1.54953
2005-04-08,1.55196
2005-04-07,1.55147
2005-04-06,1.55196
2005-04-05,1.5539
2005-04-04,1.55229
2005-04-01,1.55028
2005-03-31,1.55097
2005-03-30,1.55292
2005-03-29,1.55334
2005-03-28,1.55431
2005-03-25,1.5542
2005-03-24,1.55408
2005-03-23,1.55341
2005-03-22,1.55066
2005-03-21,1.54908
2005-03-18,1.54713
2005-03-17,1.54799
2005-03-16,1.55026
2005-03-15,1.5493
2005-03-14,1.5483
2005-03-11,1.54961
2005-03-10,1.55066
2005-03-09,1.55101
2005-03-08,1.55086
2005-03-07,1.54769
2005-03-04,1.54596
2005-03-03,1.5398
2005-03-02,1.53711
2005-03-01,1.53818
2005-02-28,1.54026
2005-02-25,1.54123
2005-02-24,1.53667
2005-02-23,1.53914
2005-02-22,1.54539
2005-02-21,1.54657
2005-02-18,1.54741
2005-02-17,1.54804
2005-02-16,1.55146
2005-02-15,1.55542
2005-02-14,1.55666
2005-02-11,1.55611
2005-02-10,1.55851
2005-02-09,1.56024
2005-02-08,1.56036
2005-02-07,1.55918
2005-02-04,1.55767
2005-02-03,1.55351
2005-02-02,1.5516
2005-02-01,1.54889
2005-01-31,1.54652
2005-01-28,1.54589
2005-01-27,1.54782
2005-01-26,1.54705
2005-01-25,1.54564
2005-01-24,1.54457
2005-01-21,1.54258
2005-01-20,1.54323
2005-01-19,1.54469
2005-01-18,1.54621
2005-01-17,1.54796
2005-01-14,1.54877
2005-01-13,1.54947
2005-01-12,1.54938
2005-01-11,1.54665
2005-01-10,1.54711
2005-01-07,1.54831
2005-01-06,1.55024
2005-01-05,1.54888
2005-01-04,1.54568
2005-01-03,1.54521
