Date,CURRFX.GBPUSD.1
2006-04-03,1.73823
2006-03-31,1.73954
2006-03-30,1.74259
2006-03-29,1.7472
2006-03-28,1.74469
2006-03-27,1.74242
2006-03-24,1.74443
2006-03-23,1.7489
2006-03-22,1.75279
2006-03-21,1.75544
2006-03-20,1.75326
2006-03-17,1.74797
2006-03-16,1.7429
2006-03-15,1.7337
2006-03-14,1.72689
2006-03-13,1.73014
2006-03-10,1.73709
2006-03-09,1.73887
2006-03-08,1.74738
2006-03-07,1.75541
2006-03-06,1.75289
2006-03-03,1.75094
2006-03-02,1.75001
2006-03-01,1.74312
2006-02-28,1.74299
2006-02-27,1.7464
2006-02-24,1.74597
2006-02-23,1.74371
2006-02-22,1.74375
2006-02-21,1.7422
2006-02-20,1.739
2006-02-17,1.73765
2006-02-16,1.73818
2006-02-15,1.73982
2006-02-14,1.7429
2006-02-13,1.74354
2006-02-10,1.74247
2006-02-09,1.74488
2006-02-08,1.75085
2006-02-07,1.75868
2006-02-06,1.7674
2006-02-03,1.77641
2006-02-02,1.77571
2006-02-01,1.77011
2006-01-31,1.77394
2006-01-30,1.77394
2006-01-27,1.78568
2006-01-26,1.78576
2006-01-25,1.78368
2006-01-24,1.77673
2006-01-23,1.76648
2006-01-20,1.76193
2006-01-19,1.76504
2006-01-18,1.76669
2006-01-17,1.77262
2006-01-16,1.77271
2006-01-13,1.76402
2006-01-12,1.76342
2006-01-11,1.76687
2006-01-10,1.76907
2006-01-09,1.76523
2006-01-06,1.74617
2006-01-05,1.72627
2006-01-04,1.72266
2006-01-03,1.72299
2006-01-02,1.7254
2005-12-30,1.73109
2005-12-29,1.73294
2005-12-28,1.73354
2005-12-27,1.73354
2005-12-26,1.74056
2005-12-23,1.75558
2005-12-22,1.76378
2005-12-21,1.76974
2005-12-20,1.77266
2005-12-19,1.77256
2005-12-16,1.76842
2005-12-15,1.76842
2005-12-14,1.75895
2005-12-13,1.74807
2005-12-12,1.74807
2005-12-09,1.73784
2005-12-08,1.73749
2005-12-07,1.73348
2005-12-06,1.73296
2005-12-05,1.72881
2005-12-02,1.7234
2005-12-01,1.71995
2005-11-30,1.71345
2005-11-29,1.7178
2005-11-28,1.7178
2005-11-25,1.72347
2005-11-24,1.72328
2005-11-23,1.72041
2005-11-22,1.71817
2005-11-21,1.71873
2005-11-18,1.71862
2005-11-17,1.72453
2005-11-16,1.73683
2005-11-15,1.7396
2005-11-14,1.74157
2005-11-11,1.74195
2005-11-10,1.74347
2005-11-09,1.7438
2005-11-08,1.7463
2005-11-07,1.75648
2005-11-04,1.77281
2005-11-03,1.77228
2005-11-02,1.76847
2005-11-01,1.77379
2005-10-31,1.77796
2005-10-28,1.78004
2005-10-27,1.77791
2005-10-26,1.77768
2005-10-25,1.7674
2005-10-24,1.76943
2005-10-21,1.77122
2005-10-20,1.76058
2005-10-19,1.75192
2005-10-18,1.75996
2005-10-17,1.76416
2005-10-14,1.75464
2005-10-13,1.74937
2005-10-12,1.74979
2005-10-11,1.75786
2005-10-10,1.7676
2005-10-07,1.7722
2005-10-06,1.7612
2005-10-05,1.75849
2005-10-04,1.75872
2005-10-03,1.76352
2005-09-30,1.76449
2005-09-29,1.76743
2005-09-28,1.77144
2005-09-27,1.77628
2005-09-26,1.77877
2005-09-23,1.7974
2005-09-22,1.80567
2005-09-21,1.80134
2005-09-20,1.80578
2005-09-19,1.80698
2005-09-16,1.81179
2005-09-15,1.8234
2005-09-14,1.82142
2005-09-13,1.82692
2005-09-12,1.83856
2005-09-09,1.83619
2005-09-08,1.83896
2005-09-07,1.84331
2005-09-06,1.8436
2005-09-05,1.83896
2005-09-02,1.82184
2005-09-01,1.79698
2005-08-31,1.78973
2005-08-30,1.79809
2005-08-29,1.80234
2005-08-26,1.80207
2005-08-25,1.801
2005-08-24,1.80129
2005-08-23,1.79887
2005-08-22,1.7991
2005-08-19,1.7991
2005-08-18,1.80743
2005-08-17,1.81078
2005-08-16,1.81302
2005-08-15,1.81364
2005-08-12,1.80472
2005-08-11,1.79104
2005-08-10,1.78609
2005-08-09,1.78222
2005-08-08,1.7787
2005-08-05,1.77941
2005-08-04,1.77509
2005-08-03,1.76954
2005-08-02,1.76418
2005-08-01,1.75695
2005-07-29,1.75214
2005-07-28,1.74269
2005-07-27,1.7419
2005-07-26,1.74363
2005-07-25,1.74348
2005-07-22,1.7487
2005-07-21,1.74054
2005-07-20,1.74279
2005-07-19,1.7488
2005-07-18,1.75352
2005-07-15,1.75876
2005-07-14,1.76949
2005-07-13,1.77026
2005-07-12,1.74997
2005-07-11,1.74068
2005-07-08,1.74813
2005-07-07,1.75614
2005-07-06,1.7578
2005-07-05,1.76202
2005-07-04,1.77676
2005-07-01,1.79671
2005-06-30,1.80829
2005-06-29,1.82014
2005-06-28,1.82688
2005-06-27,1.82073
2005-06-24,1.81809
2005-06-23,1.82467
2005-06-22,1.82665
2005-06-21,1.82544
2005-06-20,1.82712
2005-06-17,1.8223
2005-06-16,1.81536
2005-06-15,1.80608
2005-06-14,1.80853
2005-06-13,1.81521
2005-06-10,1.82149
2005-06-09,1.8279
2005-06-08,1.83058
2005-06-07,1.81984
2005-06-06,1.81427
2005-06-03,1.81328
2005-06-02,1.812
2005-06-01,1.81931
2005-05-31,1.82278
2005-05-30,1.82147
2005-05-27,1.82445
2005-05-26,1.83047
2005-05-25,1.82853
2005-05-24,1.82817
2005-05-23,1.82853
2005-05-20,1.83643
2005-05-19,1.83787
2005-05-18,1.83485
2005-05-17,1.84252
2005-05-16,1.8561
2005-05-13,1.86802
2005-05-12,1.87554
2005-05-11,1.88257
2005-05-10,1.88591
2005-05-09,1.8964
2005-05-06,1.90409
2005-05-05,1.89882
2005-05-04,1.89363
2005-05-03,1.89891
2005-05-02,1.90692
2005-04-29,1.90646
2005-04-28,1.90586
2005-04-27,1.90785
2005-04-26,1.91262
2005-04-25,1.91319
2005-04-22,1.91301
2005-04-21,1.91961
2005-04-20,1.91307
2005-04-19,1.899
2005-04-18,1.88812
2005-04-15,1.88591
2005-04-14,1.89283
2005-04-13,1.89142
2005-04-12,1.8891
2005-04-11,1.87948
2005-04-08,1.87366
2005-04-07,1.88082
2005-04-06,1.87905
2005-04-05,1.87734
2005-04-04,1.88395
2005-04-01,1.88576
2005-03-31,1.87698
2005-03-30,1.87084
2005-03-29,1.86757
2005-03-28,1.87011
2005-03-25,1.86889
2005-03-24,1.87447
2005-03-23,1.89003
2005-03-22,1.9066
2005-03-21,1.92181
2005-03-18,1.92521
2005-03-17,1.92098
2005-03-16,1.9128
2005-03-15,1.91903
2005-03-14,1.92532
2005-03-11,1.92325
2005-03-10,1.92523
2005-03-09,1.92317
2005-03-08,1.91776
2005-03-07,1.91795
2005-03-04,1.9098
2005-03-03,1.91584
2005-03-02,1.92093
2005-03-01,1.92075
2005-02-28,1.91566
2005-02-25,1.91046
2005-02-24,1.91004
2005-02-23,1.90557
2005-02-22,1.89582
2005-02-21,1.89483
2005-02-18,1.89169
2005-02-17,1.88909
2005-02-16,1.89355
2005-02-15,1.88121
2005-02-14,1.86859
2005-02-11,1.8656
2005-02-10,1.8574
2005-02-09,1.85574
2005-02-08,1.8638
2005-02-07,1.87739
2005-02-04,1.88381
2005-02-03,1.88505
2005-02-02,1.88344
2005-02-01,1.88474
2005-01-31,1.88751
2005-01-28,1.88554
2005-01-27,1.87553
2005-01-26,1.87032
2005-01-25,1.87985
2005-01-24,1.87628
2005-01-21,1.87247
2005-01-20,1.86985
2005-01-19,1.86429
2005-01-18,1.86393
2005-01-17,1.87459
2005-01-14,1.88592
2005-01-13,1.88575
2005-01-12,1.87711
2005-01-11,1.87405
2005-01-10,1.87204
2005-01-07,1.87815
2005-01-06,1.8826
2005-01-05,1.89056
2005-01-04,1.90983
2005-01-03,1.92194
