Date,CURRFX.EURUSD.1
2006-04-10,1.21616
2006-04-07,1.22713
2006-04-06,1.22381
2006-04-05,1.21482
2006-04-04,1.21
2006-04-03,1.21012
2006-03-31,1.20501
2006-03-30,1.20216
2006-03-29,1.20362
2006-03-28,1.20335
2006-03-27,1.20401
2006-03-24,1.20632
2006-03-23,1.21056
2006-03-22,1.21498
2006-03-21,1.21806
2006-03-20,1.21509
2006-03-17,1.20668
2006-03-16,1.20076
2006-03-15,1.19593
2006-03-14,1.19236
2006-03-13,1.19149
2006-03-10,1.19184
2006-03-09,1.19227
2006-03-08,1.19882
2006-03-07,1.20462
2006-03-06,1.20051
2006-03-03,1.194
2006-03-02,1.19106
2006-03-01,1.1867
2006-02-28,1.1864
2006-02-27,1.18925
2006-02-24,1.19151
2006-02-23,1.1911
2006-02-22,1.19305
2006-02-21,1.19403
2006-02-20,1.19119
2006-02-17,1.18918
2006-02-16,1.19081
2006-02-15,1.19006
2006-02-14,1.19009
2006-02-13,1.19287
2006-02-10,1.19688
2006-02-09,1.19697
2006-02-08,1.19839
2006-02-07,1.20097
2006-02-06,1.20423
2006-02-03,1.20897
2006-02-02,1.21204
2006-02-01,1.21045
2006-01-31,1.20944
2006-01-30,1.21495
2006-01-27,1.22606
2006-01-26,1.22809
2006-01-25,1.22697
2006-01-24,1.22018
2006-01-23,1.2119
2006-01-20,1.20992
2006-01-19,1.21044
2006-01-18,1.21117
2006-01-17,1.21351
2006-01-16,1.21313
2006-01-13,1.21018
2006-01-12,1.20782
2006-01-11,1.20881
2006-01-10,1.21267
2006-01-09,1.21336
2006-01-06,1.2019
2006-01-05,1.1864
2006-01-04,1.18407
2006-01-03,1.18476
2006-01-02,1.18569
2005-12-30,1.18641
2005-12-29,1.18529
2005-12-28,1.18606
2005-12-27,1.18684
2005-12-26,1.18664
2005-12-23,1.19014
2005-12-22,1.19833
2005-12-21,1.20124
2005-12-20,1.20124
2005-12-19,1.20081
2005-12-16,1.19781
2005-12-15,1.19119
2005-12-14,1.18448
2005-12-13,1.18124
2005-12-12,1.17909
2005-12-09,1.1767
2005-12-08,1.17617
2005-12-07,1.17224
2005-12-06,1.17176
2005-12-05,1.17402
2005-12-02,1.17955
2005-12-01,1.17829
2005-11-30,1.17218
2005-11-29,1.17234
2005-11-28,1.1748
2005-11-25,1.18
2005-11-24,1.18164
2005-11-23,1.17804
2005-11-22,1.17455
2005-11-21,1.17701
2005-11-18,1.17266
2005-11-17,1.16922
2005-11-16,1.1714
2005-11-15,1.17024
2005-11-14,1.17054
2005-11-11,1.1717
2005-11-10,1.17735
2005-11-09,1.17914
2005-11-08,1.18108
2005-11-07,1.18605
2005-11-04,1.19943
2005-11-03,1.20504
2005-11-02,1.20347
2005-11-01,1.20654
2005-10-31,1.20881
2005-10-28,1.21137
2005-10-27,1.20787
2005-10-26,1.20557
2005-10-25,1.19667
2005-10-24,1.19691
2005-10-21,1.20103
2005-10-20,1.19876
2005-10-19,1.19863
2005-10-18,1.20468
2005-10-17,1.20628
2005-10-14,1.20314
2005-10-13,1.20143
2005-10-12,1.20204
2005-10-11,1.20835
2005-10-10,1.2141
2005-10-07,1.2102
2005-10-06,1.19485
2005-10-05,1.19207
2005-10-04,1.19585
2005-10-03,1.20351
2005-09-30,1.20429
2005-09-29,1.20296
2005-09-28,1.20366
2005-09-27,1.20609
2005-09-26,1.20835
2005-09-23,1.21729
2005-09-22,1.21768
2005-09-21,1.21356
2005-09-20,1.21817
2005-09-19,1.22317
2005-09-16,1.22444
2005-09-15,1.22775
2005-09-14,1.22759
2005-09-13,1.23337
2005-09-12,1.24104
2005-09-09,1.24088
2005-09-08,1.24426
2005-09-07,1.24978
2005-09-06,1.25348
2005-09-05,1.25189
2005-09-02,1.24364
2005-09-01,1.22948
2005-08-31,1.22258
2005-08-30,1.22492
2005-08-29,1.22898
2005-08-26,1.22901
2005-08-25,1.22582
2005-08-24,1.22329
2005-08-23,1.22049
2005-08-22,1.21697
2005-08-19,1.22136
2005-08-18,1.23005
2005-08-17,1.23621
2005-08-16,1.23982
2005-08-15,1.24542
2005-08-12,1.24276
2005-08-11,1.23703
2005-08-10,1.23625
2005-08-09,1.23516
2005-08-08,1.23617
2005-08-05,1.23626
2005-08-04,1.22862
2005-08-03,1.21927
2005-08-02,1.21619
2005-08-01,1.21287
2005-07-29,1.21158
2005-07-28,1.20524
2005-07-27,1.2036
2005-07-26,1.20679
2005-07-25,1.21087
2005-07-22,1.21678
2005-07-21,1.21112
2005-07-20,1.20453
2005-07-19,1.2046
2005-07-18,1.20546
2005-07-15,1.20858
2005-07-14,1.21459
2005-07-13,1.21803
2005-07-12,1.20346
2005-07-11,1.19632
2005-07-08,1.19377
2005-07-07,1.19244
2005-07-06,1.19121
2005-07-05,1.19195
2005-07-04,1.20079
2005-07-01,1.20869
2005-06-30,1.20616
2005-06-29,1.20959
2005-06-28,1.21317
2005-06-27,1.20683
2005-06-24,1.20736
2005-06-23,1.21451
2005-06-22,1.21646
2005-06-21,1.2201
2005-06-20,1.22197
2005-06-17,1.21047
2005-06-16,1.20814
2005-06-15,1.20619
2005-06-14,1.21106
2005-06-13,1.21515
2005-06-10,1.2219
2005-06-09,1.22458
2005-06-08,1.22776
2005-06-07,1.22531
2005-06-06,1.22476
2005-06-03,1.22476
2005-06-02,1.22434
2005-06-01,1.23669
2005-05-31,1.25028
2005-05-30,1.25403
2005-05-27,1.25463
2005-05-26,1.25976
2005-05-25,1.25856
2005-05-24,1.25717
2005-05-23,1.25784
2005-05-20,1.26534
2005-05-19,1.26523
2005-05-18,1.26126
2005-05-17,1.26286
2005-05-16,1.26502
2005-05-13,1.27408
2005-05-12,1.28309
2005-05-11,1.28616
2005-05-10,1.28333
2005-05-09,1.28702
2005-05-06,1.29522
2005-05-05,1.29243
2005-05-04,1.28786
2005-05-03,1.28589
2005-05-02,1.28703
2005-04-29,1.29095
2005-04-28,1.29507
2005-04-27,1.29864
2005-04-26,1.30226
2005-04-25,1.30618
2005-04-22,1.30698
2005-04-21,1.30869
2005-04-20,1.30526
2005-04-19,1.29733
2005-04-18,1.28775
2005-04-15,1.28545
2005-04-14,1.29134
2005-04-13,1.29409
2005-04-12,1.29591
2005-04-11,1.29011
2005-04-08,1.28613
2005-04-07,1.28693
2005-04-06,1.28603
2005-04-05,1.28627
2005-04-04,1.29159
2005-04-01,1.29464
2005-03-31,1.29168
2005-03-30,1.29081
2005-03-29,1.29156
2005-03-28,1.29543
2005-03-25,1.29541
2005-03-24,1.30193
2005-03-23,1.31184
2005-03-22,1.32271
2005-03-21,1.33351
2005-03-18,1.33906
2005-03-17,1.33778
2005-03-16,1.33324
2005-03-15,1.34049
2005-03-14,1.34498
2005-03-11,1.34159
2005-03-10,1.33716
2005-03-09,1.32906
2005-03-08,1.32229
2005-03-07,1.31956
2005-03-04,1.31207
2005-03-03,1.31531
2005-03-02,1.32047
2005-03-01,1.32426
2005-02-28,1.32287
2005-02-25,1.32077
2005-02-24,1.32298
2005-02-23,1.31838
2005-02-22,1.30625
2005-02-21,1.30654
2005-02-18,1.30599
2005-02-17,1.30238
2005-02-16,1.29978
2005-02-15,1.29229
2005-02-14,1.28653
2005-02-11,1.28467
2005-02-10,1.27903
2005-02-09,1.27662
2005-02-08,1.2799
2005-02-07,1.2902
2005-02-04,1.29994
2005-02-03,1.30396
2005-02-02,1.30408
2005-02-01,1.30344
2005-01-31,1.30344
2005-01-28,1.30505
2005-01-27,1.3035
2005-01-26,1.30035
2005-01-25,1.30553
2005-01-24,1.30183
2005-01-21,1.29845
2005-01-20,1.30126
2005-01-19,1.30389
2005-01-18,1.30812
2005-01-17,1.31446
2005-01-14,1.32378
2005-01-13,1.32073
2005-01-12,1.31037
2005-01-11,1.3073
2005-01-10,1.31006
2005-01-07,1.32069
2005-01-06,1.32626
2005-01-05,1.33431
2005-01-04,1.34982
2005-01-03,1.35779
