Date,CURRFX.GBPCAD.1
2006-04-06,2.04091
2006-04-05,2.03808
2006-04-04,2.03064
2006-04-03,2.03043
2006-03-31,2.03328
2006-03-30,2.03911
2006-03-29,2.04138
2006-03-28,2.03832
2006-03-27,2.03368
2006-03-24,2.03477
2006-03-23,2.03698
2006-03-22,2.03695
2006-03-21,2.03748
2006-03-20,2.02919
2006-03-17,2.01924
2006-03-16,2.01552
2006-03-15,2.00927
2006-03-14,2.00455
2006-03-13,2.00608
2006-03-10,2.0058
2006-03-09,1.99657
2006-03-08,1.99289
2006-03-07,1.9927
2006-03-06,1.9871
2006-03-03,1.98814
2006-03-02,1.99205
2006-03-01,1.9921
2006-02-28,2.00071
2006-02-27,2.00659
2006-02-24,2.0065
2006-02-23,2.00182
2006-02-22,2.00232
2006-02-21,2.00461
2006-02-20,2.00749
2006-02-17,2.00977
2006-02-16,2.00712
2006-02-15,2.00978
2006-02-14,2.01103
2006-02-13,2.00715
2006-02-10,2.00442
2006-02-09,2.00883
2006-02-08,2.00754
2006-02-07,2.01316
2006-02-06,2.02176
2006-02-03,2.02834
2006-02-02,2.02804
2006-02-01,2.02912
2006-01-31,2.02993
2006-01-30,2.0413
2006-01-27,2.05677
2006-01-26,2.05677
2006-01-25,2.05467
2006-01-24,2.04645
2006-01-23,2.04813
2006-01-20,2.06007
2006-01-19,2.05343
2006-01-18,2.04902
2006-01-17,2.05612
2006-01-16,2.05644
2006-01-13,2.04867
2006-01-12,2.05613
2006-01-11,2.06403
2006-01-10,2.06441
2006-01-09,2.04742
2006-01-06,2.01696
2006-01-05,2.00577
2006-01-04,2.00217
2006-01-03,2.00253
2006-01-02,2.01083
2005-12-30,2.02461
2005-12-29,2.02352
2005-12-28,2.02161
2005-12-27,2.02084
2005-12-26,2.03271
2005-12-23,2.05553
2005-12-22,2.05643
2005-12-21,2.05276
2005-12-20,2.05478
2005-12-19,2.04755
2005-12-16,2.03744
2005-12-15,2.03878
2005-12-14,2.03342
2005-12-13,2.0242
2005-12-12,2.0242
2005-12-09,2.01229
2005-12-08,2.0127
2005-12-07,2.0127
2005-12-06,2.01326
2005-12-05,2.01326
2005-12-02,2.01359
2005-12-01,2.01085
2005-11-30,2.00375
2005-11-29,2.00593
2005-11-28,2.01076
2005-11-25,2.01978
2005-11-24,2.0213
2005-11-23,2.02651
2005-11-22,2.03644
2005-11-21,2.04094
2005-11-18,2.04327
2005-11-17,2.05722
2005-11-16,2.07141
2005-11-15,2.07442
2005-11-14,2.07347
2005-11-11,2.07062
2005-11-10,2.06805
2005-11-09,2.06907
2005-11-08,2.07089
2005-11-07,2.07862
2005-11-04,2.09309
2005-11-03,2.08728
2005-11-02,2.08017
2005-11-01,2.08771
2005-10-31,2.08892
2005-10-28,2.08556
2005-10-27,2.08424
2005-10-26,2.0974
2005-10-25,2.09847
2005-10-24,2.09513
2005-10-21,2.08407
2005-10-20,2.07027
2005-10-19,2.06492
2005-10-18,2.07879
2005-10-17,2.08963
2005-10-14,2.06678
2005-10-13,2.05125
2005-10-12,2.05803
2005-10-11,2.0661
2005-10-10,2.08146
2005-10-07,2.09512
2005-10-06,2.07509
2005-10-05,2.05577
2005-10-04,2.04681
2005-10-03,2.05578
2005-09-30,2.06739
2005-09-29,2.07601
2005-09-28,2.08256
2005-09-27,2.0821
2005-09-26,2.0841
2005-09-23,2.10378
2005-09-22,2.11284
2005-09-21,2.10678
2005-09-20,2.11732
2005-09-19,2.13442
2005-09-16,2.14406
2005-09-15,2.15359
2005-09-14,2.15484
2005-09-13,2.16139
2005-09-12,2.16832
2005-09-09,2.17425
2005-09-08,2.18554
2005-09-07,2.19192
2005-09-06,2.19227
2005-09-05,2.18221
2005-09-02,2.15855
2005-09-01,2.13577
2005-08-31,2.13734
2005-08-30,2.1551
2005-08-29,2.15618
2005-08-26,2.14847
2005-08-25,2.14924
2005-08-24,2.15982
2005-08-23,2.16813
2005-08-22,2.179
2005-08-19,2.18885
2005-08-18,2.1825
2005-08-17,2.17056
2005-08-16,2.17337
2005-08-15,2.17337
2005-08-12,2.17303
2005-08-11,2.16984
2005-08-10,2.16897
2005-08-09,2.16691
2005-08-08,2.16219
2005-08-05,2.1614
2005-08-04,2.15929
2005-08-03,2.1494
2005-08-02,2.14591
2005-08-01,2.15604
2005-07-29,2.16175
2005-07-28,2.15061
2005-07-27,2.13451
2005-07-26,2.12512
2005-07-25,2.12437
2005-07-22,2.13249
2005-07-21,2.12462
2005-07-20,2.12307
2005-07-19,2.13046
2005-07-18,2.13469
2005-07-15,2.12927
2005-07-14,2.13287
2005-07-13,2.13794
2005-07-12,2.13039
2005-07-11,2.12897
2005-07-08,2.15335
2005-07-07,2.17682
2005-07-06,2.18413
2005-07-05,2.18867
2005-07-04,2.19831
2005-07-01,2.20376
2005-06-30,2.22423
2005-06-29,2.24094
2005-06-28,2.25154
2005-06-27,2.24665
2005-06-24,2.24134
2005-06-23,2.25057
2005-06-22,2.25291
2005-06-21,2.25306
2005-06-20,2.25264
2005-06-17,2.2528
2005-06-16,2.25747
2005-06-15,2.26512
2005-06-14,2.26805
2005-06-13,2.2744
2005-06-10,2.28577
2005-06-09,2.28333
2005-06-08,2.27956
2005-06-07,2.26665
2005-06-06,2.26289
2005-06-03,2.26332
2005-06-02,2.26715
2005-06-01,2.28431
2005-05-31,2.28879
2005-05-30,2.29429
2005-05-27,2.30992
2005-05-26,2.31103
2005-05-25,2.3024
2005-05-24,2.30573
2005-05-23,2.31105
2005-05-20,2.31371
2005-05-19,2.32023
2005-05-18,2.32554
2005-05-17,2.33606
2005-05-16,2.33888
2005-05-13,2.33509
2005-05-12,2.3327
2005-05-11,2.33012
2005-05-10,2.33843
2005-05-09,2.35721
2005-05-06,2.3717
2005-05-05,2.37002
2005-05-04,2.37344
2005-05-03,2.38664
2005-05-02,2.39526
2005-04-29,2.38467
2005-04-28,2.37825
2005-04-27,2.37048
2005-04-26,2.36346
2005-04-25,2.36239
2005-04-22,2.37101
2005-04-21,2.37819
2005-04-20,2.37453
2005-04-19,2.36697
2005-04-18,2.34985
2005-04-15,2.34011
2005-04-14,2.3442
2005-04-13,2.33846
2005-04-12,2.32666
2005-04-11,2.30696
2005-04-08,2.29146
2005-04-07,2.29557
2005-04-06,2.29102
2005-04-05,2.28968
2005-04-04,2.28608
2005-04-01,2.28613
2005-03-31,2.28079
2005-03-30,2.27302
2005-03-29,2.27634
2005-03-28,2.27634
2005-03-25,2.27261
2005-03-24,2.27483
2005-03-23,2.28619
2005-03-22,2.30274
2005-03-21,2.31065
2005-03-18,2.31566
2005-03-17,2.31626
2005-03-16,2.3082
2005-03-15,2.31414
2005-03-14,2.31995
2005-03-11,2.31686
2005-03-10,2.32777
2005-03-09,2.34632
2005-03-08,2.35811
2005-03-07,2.36904
2005-03-04,2.37229
2005-03-03,2.376
2005-03-02,2.37844
2005-03-01,2.37339
2005-02-28,2.37392
2005-02-25,2.36673
2005-02-24,2.35546
2005-02-23,2.34029
2005-02-22,2.33743
2005-02-21,2.33114
2005-02-18,2.32891
2005-02-17,2.33263
2005-02-16,2.33247
2005-02-15,2.32318
2005-02-14,2.31561
2005-02-11,2.3225
2005-02-10,2.31962
2005-02-09,2.32093
2005-02-08,2.3354
2005-02-07,2.33963
2005-02-04,2.33569
2005-02-03,2.33188
2005-02-02,2.33169
2005-02-01,2.33776
2005-01-31,2.33816
2005-01-28,2.33198
2005-01-27,2.31601
2005-01-26,2.30336
2005-01-25,2.29883
2005-01-24,2.29956
2005-01-21,2.30483
2005-01-20,2.29201
2005-01-19,2.27716
2005-01-18,2.26865
2005-01-17,2.27202
2005-01-14,2.26552
2005-01-13,2.27595
2005-01-12,2.28946
2005-01-11,2.29764
2005-01-10,2.30929
2005-01-07,2.31356
2005-01-06,2.30597
2005-01-05,2.29968
2005-01-04,2.30105
2005-01-03,2.31146
