Date,CURRFX.EURAUD.1
2006-04-10,1.67136
2006-04-07,1.68714
2006-04-06,1.69685
2006-04-05,1.69591
2006-04-04,1.68929
2006-04-03,1.69407
2006-03-31,1.70115
2006-03-30,1.70293
2006-03-29,1.70017
2006-03-28,1.70058
2006-03-27,1.69058
2006-03-24,1.68117
2006-03-23,1.68596
2006-03-22,1.68605
2006-03-21,1.67969
2006-03-20,1.66067
2006-03-17,1.6356
2006-03-16,1.62957
2006-03-15,1.63006
2006-03-14,1.62819
2006-03-13,1.62535
2006-03-10,1.62246
2006-03-09,1.62181
2006-03-08,1.62004
2006-03-07,1.61804
2006-03-06,1.61109
2006-03-03,1.60272
2006-03-02,1.60557
2006-03-01,1.60602
2006-02-28,1.60585
2006-02-27,1.60966
2006-02-24,1.61538
2006-02-23,1.61396
2006-02-22,1.61308
2006-02-21,1.61327
2006-02-20,1.61196
2006-02-17,1.60858
2006-02-16,1.60974
2006-02-15,1.61346
2006-02-14,1.61331
2006-02-13,1.61571
2006-02-10,1.61877
2006-02-09,1.61679
2006-02-08,1.61121
2006-02-07,1.60738
2006-02-06,1.60455
2006-02-03,1.6033
2006-02-02,1.60595
2006-02-01,1.61086
2006-01-31,1.6132
2006-01-30,1.61751
2006-01-27,1.62707
2006-01-26,1.63301
2006-01-25,1.63232
2006-01-24,1.62511
2006-01-23,1.62148
2006-01-20,1.61829
2006-01-19,1.61214
2006-01-18,1.60688
2006-01-17,1.60757
2006-01-16,1.60716
2006-01-13,1.60648
2006-01-12,1.60679
2006-01-11,1.60749
2006-01-10,1.61008
2006-01-09,1.61444
2006-01-06,1.618
2006-01-05,1.61464
2006-01-04,1.61505
2006-01-03,1.61654
2006-01-02,1.62179
2005-12-30,1.62917
2005-12-29,1.62482
2005-12-28,1.62548
2005-12-27,1.62894
2005-12-26,1.62431
2005-12-23,1.61739
2005-12-22,1.61761
2005-12-21,1.61458
2005-12-20,1.61536
2005-12-19,1.60585
2005-12-16,1.58607
2005-12-15,1.58009
2005-12-14,1.57615
2005-12-13,1.57386
2005-12-12,1.57185
2005-12-09,1.56814
2005-12-08,1.56728
2005-12-07,1.56721
2005-12-06,1.56652
2005-12-05,1.57664
2005-12-02,1.59523
2005-12-01,1.59588
2005-11-30,1.59451
2005-11-29,1.59334
2005-11-28,1.59392
2005-11-25,1.5974
2005-11-24,1.60211
2005-11-23,1.59802
2005-11-22,1.59798
2005-11-21,1.60459
2005-11-18,1.59808
2005-11-17,1.59645
2005-11-16,1.60181
2005-11-15,1.60429
2005-11-14,1.60074
2005-11-11,1.5999
2005-11-10,1.59909
2005-11-09,1.60562
2005-11-08,1.6115
2005-11-07,1.61445
2005-11-04,1.61894
2005-11-03,1.62046
2005-11-02,1.61277
2005-11-01,1.60973
2005-10-31,1.60556
2005-10-28,1.60154
2005-10-27,1.59953
2005-10-26,1.59781
2005-10-25,1.59542
2005-10-24,1.59587
2005-10-21,1.59766
2005-10-20,1.59829
2005-10-19,1.60168
2005-10-18,1.60497
2005-10-17,1.6029
2005-10-14,1.59815
2005-10-13,1.59306
2005-10-12,1.59245
2005-10-11,1.59426
2005-10-10,1.60328
2005-10-07,1.59629
2005-10-06,1.5731
2005-10-05,1.56106
2005-10-04,1.56687
2005-10-03,1.57948
2005-09-30,1.58527
2005-09-29,1.58743
2005-09-28,1.59124
2005-09-27,1.59366
2005-09-26,1.59221
2005-09-23,1.59045
2005-09-22,1.58356
2005-09-21,1.58297
2005-09-20,1.58784
2005-09-19,1.59434
2005-09-16,1.59407
2005-09-15,1.5938
2005-09-14,1.59633
2005-09-13,1.59771
2005-09-12,1.60213
2005-09-09,1.6111
2005-09-08,1.62254
2005-09-07,1.62735
2005-09-06,1.63496
2005-09-05,1.63869
2005-09-02,1.63816
2005-09-01,1.63494
2005-08-31,1.63062
2005-08-30,1.62472
2005-08-29,1.62273
2005-08-26,1.6214
2005-08-25,1.62203
2005-08-24,1.61973
2005-08-23,1.61959
2005-08-22,1.61773
2005-08-19,1.61568
2005-08-18,1.61026
2005-08-17,1.60723
2005-08-16,1.60997
2005-08-15,1.61044
2005-08-12,1.61177
2005-08-11,1.61944
2005-08-10,1.62184
2005-08-09,1.61328
2005-08-08,1.60606
2005-08-05,1.60078
2005-08-04,1.59609
2005-08-03,1.5957
2005-08-02,1.6003
2005-08-01,1.6002
2005-07-29,1.59736
2005-07-28,1.59222
2005-07-27,1.58355
2005-07-26,1.58133
2005-07-25,1.58511
2005-07-22,1.59724
2005-07-21,1.60585
2005-07-20,1.60161
2005-07-19,1.60288
2005-07-18,1.6074
2005-07-15,1.60946
2005-07-14,1.61418
2005-07-13,1.61604
2005-07-12,1.61377
2005-07-11,1.61299
2005-07-08,1.61229
2005-07-07,1.60854
2005-07-06,1.59855
2005-07-05,1.58788
2005-07-04,1.58849
2005-07-01,1.58754
2005-06-30,1.58308
2005-06-29,1.58133
2005-06-28,1.5767
2005-06-27,1.56569
2005-06-24,1.5583
2005-06-23,1.55803
2005-06-22,1.56168
2005-06-21,1.57234
2005-06-20,1.57691
2005-06-17,1.56814
2005-06-16,1.57464
2005-06-15,1.58154
2005-06-14,1.58993
2005-06-13,1.58999
2005-06-10,1.5948
2005-06-09,1.59858
2005-06-08,1.5999
2005-06-07,1.60921
2005-06-06,1.62124
2005-06-03,1.62817
2005-06-02,1.63018
2005-06-01,1.63296
2005-05-31,1.64342
2005-05-30,1.64924
2005-05-27,1.65056
2005-05-26,1.65122
2005-05-25,1.65169
2005-05-24,1.65886
2005-05-23,1.6645
2005-05-20,1.66682
2005-05-19,1.66609
2005-05-18,1.66889
2005-05-17,1.66598
2005-05-16,1.65694
2005-05-13,1.65724
2005-05-12,1.6553
2005-05-11,1.66054
2005-05-10,1.66022
2005-05-09,1.65619
2005-05-06,1.65931
2005-05-05,1.66061
2005-05-04,1.65882
2005-05-03,1.64851
2005-05-02,1.65052
2005-04-29,1.65952
2005-04-28,1.66686
2005-04-27,1.66755
2005-04-26,1.6684
2005-04-25,1.67511
2005-04-22,1.68387
2005-04-21,1.68997
2005-04-20,1.6949
2005-04-19,1.69021
2005-04-18,1.67394
2005-04-15,1.66231
2005-04-14,1.66194
2005-04-13,1.6684
2005-04-12,1.67444
2005-04-11,1.67597
2005-04-08,1.67916
2005-04-07,1.67907
2005-04-06,1.67327
2005-04-05,1.67344
2005-04-04,1.67541
2005-04-01,1.67805
2005-03-31,1.67731
2005-03-30,1.67697
2005-03-29,1.67758
2005-03-28,1.67896
2005-03-25,1.67931
2005-03-24,1.67882
2005-03-23,1.67354
2005-03-22,1.67661
2005-03-21,1.68088
2005-03-18,1.68829
2005-03-17,1.68783
2005-03-16,1.68931
2005-03-15,1.69759
2005-03-14,1.69658
2005-03-11,1.69266
2005-03-10,1.68167
2005-03-09,1.67033
2005-03-08,1.66948
2005-03-07,1.67537
2005-03-04,1.67537
2005-03-03,1.67655
2005-03-02,1.67462
2005-03-01,1.67596
2005-02-28,1.68125
2005-02-25,1.67803
2005-02-24,1.67606
2005-02-23,1.66375
2005-02-22,1.65422
2005-02-21,1.65526
2005-02-18,1.65993
2005-02-17,1.65815
2005-02-16,1.65135
2005-02-15,1.6422
2005-02-14,1.6405
2005-02-11,1.65017
2005-02-10,1.66359
2005-02-09,1.6649
2005-02-08,1.66525
2005-02-07,1.67413
2005-02-04,1.67988
2005-02-03,1.67801
2005-02-02,1.68293
2005-02-01,1.68307
2005-01-31,1.68259
2005-01-28,1.68222
2005-01-27,1.69066
2005-01-26,1.69598
2005-01-25,1.69641
2005-01-24,1.70129
2005-01-21,1.71034
2005-01-20,1.71638
2005-01-19,1.72343
2005-01-18,1.72377
2005-01-17,1.72504
2005-01-14,1.72676
2005-01-13,1.72516
2005-01-12,1.72239
2005-01-11,1.72636
2005-01-10,1.72922
2005-01-07,1.73278
2005-01-06,1.73405
2005-01-05,1.73374
2005-01-04,1.73244
2005-01-03,1.7389
