Date,CURRFX.AUDJPY.1
2006-02-21,87.4322
2006-02-20,87.2052
2006-02-17,87.0786
2006-02-16,86.9607
2006-02-15,86.7469
2006-02-14,86.9421
2006-02-13,87.2303
2006-02-10,87.5568
2006-02-09,87.5543
2006-02-08,88.2033
2006-02-07,88.8011
2006-02-06,88.9721
2006-02-03,88.9721
2006-02-02,88.6084
2006-02-01,88.1919
2006-01-31,87.9821
2006-01-30,87.6886
2006-01-27,87.0376
2006-01-26,86.3845
2006-01-25,86.1584
2006-01-24,86.2782
2006-01-23,86.169
2006-01-20,86.2026
2006-01-19,86.5843
2006-01-18,86.7034
2006-01-17,86.4691
2006-01-16,86.1619
2006-01-13,86.0237
2006-01-12,86.0053
2006-01-11,86.0053
2006-01-10,86.0898
2006-01-09,86.4596
2006-01-06,86.5661
2006-01-05,86.3214
2006-01-04,86.3484
2006-01-03,86.3215
2006-01-02,86.0119
2005-12-30,85.3419
2005-12-29,85.1317
2005-12-28,84.8409
2005-12-27,84.6664
2005-12-26,85.1664
2005-12-23,86.0191
2005-12-22,86.1815
2005-12-21,86.2298
2005-12-20,86.0136
2005-12-19,87.3496
2005-12-16,90.015
2005-12-15,90.622
2005-12-14,90.615
2005-12-13,90.5771
2005-12-12,90.5771
2005-12-09,90.7371
2005-12-08,90.8294
2005-12-07,90.4492
2005-12-06,89.4939
2005-12-05,89.4939
2005-12-02,88.2983
2005-12-01,88.1122
2005-11-30,87.9619
2005-11-29,87.9743
2005-11-28,87.9743
2005-11-25,87.7902
2005-11-24,87.6
2005-11-23,87.6108
2005-11-22,87.4763
2005-11-21,87.2925
2005-11-18,87.2234
2005-11-17,87.165
2005-11-16,86.8884
2005-11-15,86.42
2005-11-14,86.3304
2005-11-11,86.4095
2005-11-10,86.4462
2005-11-09,86.1938
2005-11-08,86.388
2005-11-07,86.5877
2005-11-04,86.6775
2005-11-03,86.7981
2005-11-02,86.7655
2005-11-01,86.7028
2005-10-31,87.0188
2005-10-28,87.4293
2005-10-27,87.2755
2005-10-26,86.8918
2005-10-25,86.7181
2005-10-24,86.7847
2005-10-21,86.6958
2005-10-20,86.5455
2005-10-19,86.337
2005-10-18,86.0239
2005-10-17,85.9353
2005-10-14,86.0824
2005-10-13,86.3129
2005-10-12,86.3331
2005-10-11,86.379
2005-10-10,85.9946
2005-10-07,86.0371
2005-10-06,86.6088
2005-10-05,87.1968
2005-10-04,86.8443
2005-10-03,86.2047
2005-09-30,85.8723
2005-09-29,85.7806
2005-09-28,85.3909
2005-09-27,85.0278
2005-09-26,85.4196
2005-09-23,85.4196
2005-09-22,85.7921
2005-09-21,85.6686
2005-09-20,85.4961
2005-09-19,85.2284
2005-09-16,84.9199
2005-09-15,85.0873
2005-09-14,84.9784
2005-09-13,84.7506
2005-09-12,84.8718
2005-09-09,84.9879
2005-09-08,84.2773
2005-09-07,84.0414
2005-09-06,83.8037
2005-09-05,83.8124
2005-09-02,83.6329
2005-09-01,83.4104
2005-08-31,83.2477
2005-08-30,83.2677
2005-08-29,83.3964
2005-08-26,83.4744
2005-08-25,83.194
2005-08-24,82.9154
2005-08-23,82.8573
2005-08-22,83.0847
2005-08-19,83.3666
2005-08-18,83.8704
2005-08-17,84.1611
2005-08-16,84.1891
2005-08-15,84.7162
2005-08-12,84.8683
2005-08-11,84.9656
2005-08-10,85.4288
2005-08-09,86.2697
2005-08-08,86.7042
2005-08-05,85.8941
2005-08-04,85.5739
2005-08-03,85.3823
2005-08-02,85.4026
2005-08-01,85.2037
2005-07-29,85.1177
2005-07-28,85.0864
2005-07-27,85.2114
2005-07-26,84.9793
2005-07-25,84.665
2005-07-22,84.6709
2005-07-21,85.0131
2005-07-20,84.5623
2005-07-19,84.2229
2005-07-18,84.2023
2005-07-15,84.2283
2005-07-14,83.927
2005-07-13,83.8065
2005-07-12,83.457
2005-07-11,83.1627
2005-07-08,83.0122
2005-07-07,83.0017
2005-07-06,83.185
2005-07-05,83.8257
2005-07-04,84.1611
2005-07-01,84.3274
2005-06-30,84.0669
2005-06-29,83.9293
2005-06-28,84.0477
2005-06-27,84.0406
2005-06-24,84.3725
2005-06-23,84.6548
2005-06-22,84.6317
2005-06-21,84.7294
2005-06-20,84.439
2005-06-17,84.1871
2005-06-16,83.8861
2005-06-15,83.478
2005-06-14,83.1709
2005-06-13,82.6743
2005-06-10,82.3302
2005-06-09,82.0375
2005-06-08,81.8837
2005-06-07,81.6501
2005-06-06,81.5278
2005-06-03,81.577
2005-06-02,81.5955
2005-06-01,82.0294
2005-05-31,82.1847
2005-05-30,82.1267
2005-05-27,81.9676
2005-05-26,82.1459
2005-05-25,81.9791
2005-05-24,81.7223
2005-05-23,81.635
2005-05-20,81.4856
2005-05-19,81.3199
2005-05-18,81.0792
2005-05-17,81.1165
2005-05-16,81.7328
2005-05-13,81.8281
2005-05-12,81.9275
2005-05-11,81.7898
2005-05-10,81.5248
2005-05-09,81.5251
2005-05-06,81.5623
2005-05-05,81.4412
2005-05-04,81.4748
2005-05-03,81.9373
2005-05-02,82.2698
2005-04-29,82.4151
2005-04-28,82.2694
2005-04-27,82.436
2005-04-26,82.3906
2005-04-25,82.6041
2005-04-22,82.9008
2005-04-21,82.6915
2005-04-20,82.4463
2005-04-19,82.6342
2005-04-18,82.9605
2005-04-15,83.3813
2005-04-14,83.5495
2005-04-13,83.5875
2005-04-12,83.6039
2005-04-11,83.4941
2005-04-08,83.2218
2005-04-07,83.151
2005-04-06,83.1788
2005-04-05,83.0703
2005-04-04,82.8726
2005-04-01,82.8061
2005-03-31,82.819
2005-03-30,82.6972
2005-03-29,82.3062
2005-03-28,82.0523
2005-03-25,81.9527
2005-03-24,82.0954
2005-03-23,82.6093
2005-03-22,82.7866
2005-03-21,83.0478
2005-03-18,82.8183
2005-03-17,82.6739
2005-03-16,82.5964
2005-03-15,82.5119
2005-03-14,82.3937
2005-03-11,82.4436
2005-03-10,82.884
2005-03-09,83.4715
2005-03-08,83.1781
2005-03-07,82.6778
2005-03-04,82.2576
2005-03-03,82.0409
2005-03-02,82.3764
2005-03-01,82.8122
2005-02-28,82.8573
2005-02-25,82.8017
2005-02-24,82.5446
2005-02-23,82.9319
2005-02-22,83.3939
2005-02-21,83.3625
2005-02-18,82.9914
2005-02-17,82.4958
2005-02-16,82.4094
2005-02-15,82.907
2005-02-14,82.9264
2005-02-11,82.3448
2005-02-10,81.2702
2005-02-09,80.839
2005-02-08,80.3746
2005-02-07,80.3168
2005-02-04,80.5916
2005-02-03,80.5696
2005-02-02,80.3164
2005-02-01,80.2164
2005-01-31,80.0664
2005-01-28,79.9799
2005-01-27,79.7651
2005-01-26,79.3834
2005-01-25,78.7792
2005-01-24,78.7792
2005-01-21,78.2923
2005-01-20,77.8087
2005-01-19,77.3456
2005-01-18,77.4717
2005-01-17,77.8479
2005-01-14,78.5069
2005-01-13,78.6617
2005-01-12,78.8703
2005-01-11,79.0823
2005-01-10,79.4833
2005-01-07,79.7986
2005-01-06,79.7803
2005-01-05,79.9988
2005-01-04,80.0218
2005-01-03,80.3301
